#gene	sample1	sample2	sample3
LSM3	3762	1624	4519
SLC6A6	3175	1172	1748
GRIP2	865	376	1476
CCDC174	2232	2818	2247
C3orf20	7393	8821	3700
FGD5	10727	7380	13765
NR2C2	518	334	168
MRPS25	218	401	435
RBSN	6011	4481	4613
CAPN7	1836	1539	2957
SH3BP5	2257	3603	4491
METTL6	3627	4154	4804
EAF1	4428	7055	3873
COLQ	4121	10371	7542
HACL1	3017	1776	1815
BTD	2276	3999	2458
ANKRD28	4757	3501	2787
GALNT15	10550	19307	16347
DPH3	166	122	109
OXNAD1	2402	4897	7174
RFTN1	4246	2019	2138
DAZL	2550	3050	6220
PLCL2	1231	1183	1516
TBC1D5	1680	1559	1267
SATB1	4021	2192	2270
KCNH8	15	20	11
EFHB	1740	1318	2740
RAB5A	299	463	553
PP2D1	14727	25726	17221
KAT2B	2446	3050	3030
SGO1	766	351	654
ZNF385D	4282	4535	8230
UBE2E2	8655	4046	3346
UBE2E1	253	737	821
NKIRAS1	1950	2627	2394
RPL15	3528	2953	3334
NR1D2	13057	17139	10052
THRB	2813	2904	1647
RARB	7	2	6
TOP2B	693	349	513
NGLY1	1731	2035	2576
OXSM	7765	6612	2743
LRRC3B	887	528	815
NEK10	108	86	123
SLC4A7	175	316	141
EOMES	1294	1736	1858
CMC1	539	383	290
AZI2	1324	3094	2052
ZCWPW2	528	303	201
RP11-9J18.1	2011	2088	2496
RBMS3	2173	426	1138
TGFBR2	6074	11921	5669
GADL1	5589	4106	6135
STT3B	1707	1548	1247
OSBPL10	5030	2265	3306
ZNF860	683	599	470
GPD1L	659	862	282
CMTM8	5772	1960	2879
CMTM7	255	197	260
CMTM6	506	763	762
DYNC1LI1	1036	1801	2257
CNOT10	23	26	36
TRIM71	3995	1733	1812
CCR4	500	915	1350
GLB1	2670	3570	2320
TMPPE	1230	963	2800
CRTAP	8927	10034	5240
SUSD5	207	149	160
FBXL2	12847	2345	5962
UBP1	1397	3088	2667
CLASP2	20	51	11
PDCD6IP	4938	2667	2218
ARPP21	74	53	207
STAC	4909	2945	2661
DCLK3	27226	18039	23454
TRANK1	29	49	51
EPM2AIP1	215	346	316
MLH1	644	924	1174
LRRFIP2	899	1121	1184
GOLGA4	15477	8977	9409
ITGA9	1470	1511	1475
CTDSPL	2640	3762	3559
VILL	6320	1380	4267
PLCD1	60	89	73
DLEC1	824	2085	1610
ACAA1	1436	398	1283
MYD88	98	73	200
OXSR1	156	368	617
SLC22A13	2228	6005	3416
SLC22A14	8669	7001	10369
XYLB	2185	1518	2341
ACVR2B	6794	8495	8381
EXOG	4432	4868	7748
SCN5A	292	320	294
SCN10A	3178	3056	3270
SCN11A	1334	1621	940
WDR48	1774	1935	1380
GORASP1	4277	6450	5514
TTC21A	6798	10482	16429
CSRNP1	167	434	215
XIRP1	3707	8285	10526
CX3CR1	2309	2475	2682
CCR8	1656	1881	3123
SLC25A38	46	19	24
RPSA	1837	931	2725
MOBP	768	287	490
MYRIP	4162	4553	1421
EIF1B	2761	6664	7839
ENTPD3	3821	8124	2230
RPL14	1650	978	1178
ZNF619	3019	1260	3561
ZNF620	2872	2634	3045
ZNF621	1482	2458	1185
CTNNB1	14266	6412	5778
ULK4	1813	1354	1087
TRAK1	523	2132	1615
CCK	727	1754	1602
LYZL4	297	325	593
VIPR1	1562	2312	2090
SEC22C	941	1650	1245
SS18L2	118	299	256
NKTR	5289	2138	3047
ZBTB47	7368	14169	5031
KLHL40	1120	1266	1159
CCDC13	2626	4580	1979
HHATL	82	33	74
RP4-613B23.5	500	519	513
HIGD1A	3303	4251	4143
ACKR2	425	684	1254
RP11-136C24.3	300	331	253
KRBOX1	7583	1997	2109
CYP8B1	1310	921	541
ZNF662	2109	1101	306
FAM198A	2867	2285	2264
POMGNT2	6855	16667	10101
SNRK	5640	6023	4263
ANO10	3129	5525	3543
ABHD5	1729	3651	1757
TOPAZ1	2293	1022	407
TCAIM	4537	3714	3565
LINC00694	3905	5473	3296
ZNF445	266	238	1054
ZNF852	3051	3012	2930
ZKSCAN7	1824	815	902
ZNF660	805	1330	1224
ZNF197	243	160	184
ZNF35	1979	3514	4485
ZNF502	9910	7257	5664
ZNF501	13648	3854	2941
KIAA1143	339	834	583
KIF15	3704	4269	3763
TMEM42	546	522	451
TGM4	11483	8982	12847
ZDHHC3	1820	1247	968
EXOSC7	2820	3215	2985
CLEC3B	1699	3007	6719
CDCP1	821	733	380
TMEM158	2917	2805	7240
LARS2	12117	6993	2403
LIMD1	6856	7887	1638
SACM1L	129	114	146
SLC6A20	5401	5023	4584
LZTFL1	3039	2508	1328
CCR9	766	1995	1444
FYCO1	2517	4037	4765
CXCR6	6505	7960	4115
XCR1	767	1082	1056
CCR3	1245	1522	1056
CCR1	737	822	716
CCR2	765	2117	1657
CCR5	5064	7425	5728
CCRL2	3718	4600	4037
LTF	136	172	197
RTP3	134	666	213
LRRC2	1868	2195	1324
TDGF1	13472	6277	9207
AC104304.4	493	403	208
ALS2CL	212	469	257
TMIE	849	5201	4701
PRSS50	1595	1381	630
PRSS46	1583	2301	3548
PRSS45	2023	999	1097
PRSS42	759	235	447
MYL3	3390	2778	1767
PTH1R	1906	614	621
CCDC12	263	587	432
NBEAL2	6900	6641	4972
SETD2	2569	2382	3625
KIF9	1254	532	675
KLHL18	209	119	287
PTPN23	1550	1104	1411
SCAP	1329	1323	2552
ELP6	1352	3488	1027
CSPG5	2524	1741	2522
SMARCC1	1229	1133	1772
DHX30	3664	2731	5565
MAP4	3198	5333	3730
CDC25A	913	266	442
CAMP	1928	4917	4459
ZNF589	2234	2351	3279
NME6	1325	1340	1314
SPINK8	1089	854	1555
FBXW12	1203	3152	1492
PLXNB1	1303	894	860
CCDC51	208	351	223
TMA7	3134	2420	2488
ATRIP	579	1128	410
TREX1	1538	660	1364
SHISA5	2288	1245	3549
PFKFB4	30	76	49
UCN2	1217	2304	4259
COL7A1	2481	1168	2098
UQCRC1	4920	3934	2177
TMEM89	5394	5558	5074
SLC26A6	882	2059	667
CELSR3	611	1487	892
NCKIPSD	3938	3105	4593
IP6K2	318	458	204
PRKAR2A	2435	3659	5178
SLC25A20	233	448	460
ARIH2OS	81	103	88
ARIH2	3353	4268	3635
P4HTM	2027	2501	1028
WDR6	189	120	52
DALRD3	721	746	1403
NDUFAF3	1829	891	707
IMPDH2	781	1651	2449
QRICH1	653	322	651
QARS	3597	3294	4089
USP19	1774	2146	1640
LAMB2	811	1295	689
CCDC71	4073	4256	4234
KLHDC8B	5778	1575	2585
C3orf84	1648	2834	3298
CCDC36	3611	7487	3967
C3orf62	443	456	330
USP4	1451	3185	390
GPX1	1321	907	1130
RHOA	744	1048	868
TCTA	10264	4120	4362
AMT	98	214	354
RP11-949J7.8	368	1207	636
NICN1	359	1699	602
DAG1	6641	2895	1381
BSN	800	2831	1262
APEH	4429	7392	8176
MST1	3222	3165	2066
RNF123	236	599	147
AMIGO3	4372	3519	5558
GMPPB	1102	730	1431
IP6K1	3337	2464	1360
CDHR4	811	453	1258
FAM212A	2702	2482	1666
UBA7	369	762	630
TRAIP	13305	8953	13231
CAMKV	480	623	821
MST1R	1314	1687	3173
MON1A	2287	1016	2876
RBM6	580	606	943
RBM5	2959	6920	4283
SEMA3F	13135	7521	11160
GNAT1	3693	2406	2510
SLC38A3	4493	11462	10724
GNAI2	3808	785	1566
SEMA3B	3252	1413	1580
LSMEM2	4249	1373	3607
IFRD2	3514	1408	1189
HYAL3	525	182	647
NAT6	13762	10849	8547
HYAL1	2702	511	2491
HYAL2	7830	6833	16784
TUSC2	309	644	389
RASSF1	8832	3846	4818
ZMYND10	678	498	652
NPRL2	4713	18174	4538
CYB561D2	690	550	447
XXcos-LUCA11.5	202	233	319
TMEM115	991	902	1278
CACNA2D2	3108	2843	5743
C3orf18	15240	6903	8893
HEMK1	3112	3584	3904
CISH	7078	5017	5824
MAPKAPK3	3421	4653	2924
DOCK3	407	454	322
MANF	2649	3121	4457
RBM15B	4585	10748	5165
DCAF1	2727	4293	2869
RAD54L2	931	1284	905
TEX264	5400	4121	3641
GRM2	2095	2394	2569
IQCF6	2372	1625	2800
IQCF3	730	1300	691
IQCF2	23452	18347	10155
IQCF5	3740	1838	3272
IQCF1	1822	3900	4085
RRP9	315	573	740
PARP3	332	628	812
GPR62	1903	2597	2994
PCBP4	2638	1891	2104
ABHD14B	2532	3599	5115
ABHD14A	1325	1380	2705
ABHD14A-ACY1	8425	6744	3807
ACY1	755	1883	3612
RPL29	2587	1445	2401
DUSP7	1067	1341	777
POC1A	2181	2111	3352
ALAS1	411	863	1530
TLR9	6406	8225	10883
RP11-330H6.5	346	258	416
TWF2	2403	2271	2208
PPM1M	94	256	299
WDR82	3976	1284	5361
GLYCTK	731	231	872
DNAH1	14675	4894	18005
BAP1	3782	3603	4832
PHF7	3046	1511	916
SEMA3G	2232	3443	4949
TNNC1	2203	3149	3449
NISCH	2911	1393	1268
STAB1	1367	1102	784
NT5DC2	672	2422	2044
SMIM4	1334	1829	2054
PBRM1	381	317	89
GNL3	5651	3741	4419
GLT8D1	1009	1168	1884
SPCS1	3691	6406	2870
NEK4	1686	1014	769
ITIH1	220	154	65
ITIH3	3311	4438	3971
ITIH4	2639	1127	5033
RP5-966M1.6	1434	988	1748
MUSTN1	12185	3837	10732
TMEM110-MUSTN1	8978	7219	11394
TMEM110	1996	4092	5355
SFMBT1	2824	1097	2319
RP11-894J14.5	3249	8026	2968
RFT1	1554	1707	1589
PRKCD	2271	3268	2024
TKT	9947	4877	7681
DCP1A	10503	11902	12744
CACNA1D	1247	1835	1112
CHDH	10093	5052	9595
IL17RB	1627	1640	1420
ACTR8	869	940	977
SELK	748	1078	1581
CACNA2D3	2223	3642	3563
LRTM1	981	1941	823
WNT5A	2952	5448	2832
ERC2	674	664	133
CCDC66	1083	862	841
FAM208A	4441	9266	7155
ARHGEF3	4402	2599	1316
SPATA12	2190	4330	1920
IL17RD	2621	904	1880
HESX1	1907	1733	2310
APPL1	4597	4617	3598
ASB14	2576	6095	8949
DNAH12	4193	3696	8960
PDE12	454	192	313
ARF4	959	1587	1483
DENND6A	6844	13008	11712
SLMAP	1134	1081	2253
FLNB	1205	2694	2063
DNASE1L3	2130	3852	7483
ABHD6	13193	4384	6093
RPP14	319	326	370
RP11-80H18.3	4850	3062	8737
PXK	3776	3869	1005
PDHB	2742	2169	2316
KCTD6	855	1512	915
ACOX2	4679	7335	6506
FAM107A	4077	683	3186
FAM3D	3452	829	1713
C3orf67	6293	6129	3771
FHIT	3071	2387	3149
PTPRG	3320	5219	2200
C3orf14	1289	966	1547
FEZF2	222	230	272
CADPS	1680	1542	2437
SYNPR	100	101	104
SNTN	891	1202	757
C3orf49	203	164	279
THOC7	338	429	407
ATXN7	811	1244	946
PSMD6	1962	2037	1318
PRICKLE2	331	230	347
ADAMTS9	1188	634	1087
MAGI1	4787	1804	2866
SLC25A26	3145	790	2133
LRIG1	260	233	261
KBTBD8	391	778	440
SUCLG2	14134	5653	11478
FAM19A1	551	1025	707
FAM19A4	28	29	35
EOGT	8324	6474	4557
TMF1	4093	5356	3449
UBA3	3414	2731	11724
ARL6IP5	1227	2513	2568
LMOD3	4923	6386	5430
FRMD4B	230	866	298
MITF	823	2515	1489
RP11-231I13.2	5710	6382	4325
FOXP1	4673	7600	4441
EIF4E3	5231	21377	12223
GPR27	1471	1832	2722
PROK2	784	2798	1701
RYBP	6152	5799	4239
SHQ1	11697	5956	13556
GXYLT2	3235	1970	2239
PPP4R2	6079	5445	5397
EBLN2	5143	2440	1898
PDZRN3	90	128	168
CNTN3	119	121	156
FRG2C	2123	2151	3019
ZNF717	624	777	653
ROBO2	3088	1420	3006
ROBO1	309	328	438
GBE1	340	184	224
CADM2	1190	2786	2017
VGLL3	507	315	1008
CHMP2B	412	1183	654
POU1F1	1356	1424	1693
HTR1F	438	134	281
CGGBP1	5134	3736	3821
ZNF654	635	1234	1193
C3orf38	798	558	694
RP11-249L12.1	395	1331	620
EPHA3	5961	2028	3479
PROS1	2060	1857	1723
ARL13B	1797	1102	913
STX19	2869	6023	4314
DHFRL1	898	942	507
NSUN3	3509	2309	5588
MTRNR2L12	918	439	394
EPHA6	173	271	161
ARL6	2056	2773	2833
CRYBG3	644	2148	4624
MINA	1369	1557	1492
GABRR3	5849	4404	7176
OR5AC2	4694	2703	1541
OR5H1	11535	5491	4681
OR5H14	338	344	526
OR5H15	505	823	1210
OR5H6	102	267	90
OR5H2	6897	5251	5034
OR5K4	1736	2911	2307
OR5K3	3315	4158	2585
OR5K1	761	1124	1025
OR5K2	6479	2500	6995
CLDND1	3162	1960	1337
CPOX	2101	3033	2350
GPR15	714	1318	1787
ST3GAL6	1368	766	1905
DCBLD2	597	234	934
COL8A1	3465	4801	6133
CMSS1	2634	1972	2013
FILIP1L	165	173	38
TBC1D23	452	841	695
NIT2	2589	3154	2895
TOMM70	1009	984	662
LNP1	5699	7668	14100
TMEM45A	3963	4899	2973
ADGRG7	664	336	710
TFG	72	68	179
ABI3BP	8	13	7
IMPG2	1510	1096	852
SENP7	4382	4206	1476
TRMT10C	1015	1565	1068
PCNP	1890	3430	1700
ZBTB11	4975	2196	5723
RPL24	595	465	429
CEP97	4029	3748	5784
NXPE3	8691	6007	13844
NFKBIZ	2386	2014	2036
ZPLD1	1025	2546	1671
ALCAM	356	268	270
CBLB	1021	3381	2226
CCDC54	1339	2214	2474
BBX	1326	2567	874
CD47	2342	4962	6570
IFT57	2151	2868	4939
HHLA2	4527	3044	2403
MYH15	825	860	2544
KIAA1524	2475	1931	1653
AC069499.1	1643	2345	2615
DZIP3	1501	704	604
RETNLB	1081	826	1273
TRAT1	927	1453	1801
GUCA1C	2416	2414	2363
MORC1	1562	1003	3057
FLJ22763	941	2058	1651
DPPA2	821	647	913
DPPA4	4200	5967	6126
NECTIN3	636	2326	1349
CD96	1744	1800	1922
ZBED2	1456	1266	1581
PLCXD2	4756	5502	4175
PHLDB2	253	529	242
ABHD10	857	1061	993
TAGLN3	5084	3206	8385
TMPRSS7	767	823	379
C3orf52	2674	4834	9660
GCSAM	3297	1625	1534
SLC9C1	900	1489	1137
CD200	361	927	1042
BTLA	170	237	135
ATG3	540	602	1278
SLC35A5	5535	5269	9646
CCDC80	494	537	324
CD200R1L	660	591	1285
CD200R1	3804	2052	3268
GTPBP8	284	412	386
NEPRO	2476	3764	2182
BOC	645	1116	408
CFAP44	8212	9428	8870
AC026348.1	6282	3168	6342
SPICE1	205	108	380
SIDT1	135	133	269
USF3	101	63	125
NAA50	3654	1360	1542
ATP6V1A	5106	5326	4623
GRAMD1C	2888	1225	2404
ZDHHC23	10903	19886	7576
CCDC191	126	65	97
QTRT2	898	2829	2332
DRD3	868	1086	1195
ZNF80	606	856	1056
TIGIT	1855	1980	1238
ZBTB20	484	733	417
AC069063.1	783	677	447
AC069063.2	560	1891	756
GAP43	1740	2252	3590
LSAMP	6734	13327	5616
IGSF11	1352	1617	1571
C3orf30	461	316	396
RP11-484M3.5	3976	1999	2590
UPK1B	1915	1298	1217
B4GALT4	1339	4696	1066
ARHGAP31	3440	2196	3923
TMEM39A	2273	3427	1410
POGLUT1	1974	997	974
TIMMDC1	8015	11625	7655
CD80	2066	1508	1660
ADPRH	14418	4073	4314
PLA1A	4987	10413	4937
POPDC2	2775	2069	3809
COX17	1814	1828	2109
MAATS1	1397	1477	369
NR1I2	8993	13655	7778
GSK3B	106	74	68
GPR156	3053	3298	2537
LRRC58	5031	2886	5348
FSTL1	938	487	422
NDUFB4	1491	1106	764
HGD	2921	5271	4798
RABL3	595	189	373
GTF2E1	2842	2615	1395
STXBP5L	1854	654	914
POLQ	1171	1922	1987
ARGFX	1142	1212	1343
FBXO40	3809	3749	6819
HCLS1	1068	1270	1678
GOLGB1	10350	5850	7293
IQCB1	421	407	683
EAF2	2728	2988	4954
SLC15A2	104	84	64
ILDR1	8665	10813	17663
CD86	1784	2353	4628
CASR	376	436	325
CSTA	5789	2638	1535
CCDC58	553	1247	416
FAM162A	422	172	221
WDR5B	299	666	277
KPNA1	1442	1211	1627
PARP9	1472	1763	993
DTX3L	8345	5410	5898
PARP15	6839	7619	4135
PARP14	1398	4356	1884
HSPBAP1	662	653	676
DIRC2	4562	13837	4525
SEMA5B	4235	4031	4280
PDIA5	210	251	311
SEC22A	265	293	277
ADCY5	225	302	302
HACD2	872	1768	1036
MYLK	1716	1756	2745
CCDC14	2148	5999	3831
ROPN1	10489	13158	7195
KALRN	6758	12238	9427
UMPS	9014	9481	7525
ITGB5	5708	5009	3870
MUC13	261	358	200
HEG1	2333	2848	4409
SLC12A8	8789	6662	5626
ZNF148	1927	1298	2488
SNX4	2946	5065	2997
OSBPL11	2842	2336	5657
ALG1L	2766	4781	4213
ROPN1B	6967	2483	4431
SLC41A3	1615	1324	2380
ALDH1L1	963	2630	2263
KLF15	6226	4099	6131
CFAP100	745	300	463
ZXDC	4498	3402	5286
UROC1	1676	1440	1814
CHST13	8180	2156	6777
C3orf22	8894	9303	7882
TXNRD3NB	1123	2152	5393
TXNRD3	4838	4491	2579
CHCHD6	1155	2414	3334
PLXNA1	1795	1395	953
TPRA1	500	376	826
MCM2	2703	2471	6472
PODXL2	4436	4038	2922
ABTB1	3626	5255	2974
MGLL	377	231	361
KBTBD12	1320	1817	847
SEC61A1	8214	7231	6566
RUVBL1	217	1048	897
EEFSEC	1768	1114	2638
DNAJB8	7683	3481	5367
GATA2	3192	3541	3056
RPN1	663	1183	667
RAB7A	9535	5586	9667
ACAD9	6723	6448	2176
KIAA1257	1613	3372	3679
RP11-723O4.6	3304	2858	4779
EFCC1	18	24	17
GP9	897	671	789
RAB43	1674	4664	2979
ISY1-RAB43	2768	1710	1061
ISY1	7869	12252	8599
CNBP	1363	827	1205
COPG1	3062	2528	1491
HMCES	127	296	211
H1FX	648	2602	1152
EFCAB12	3326	2116	1711
MBD4	1417	807	359
IFT122	811	796	351
RHO	877	784	474
H1FOO	107	70	112
PLXND1	4273	10563	8139
TMCC1	1990	4579	2586
TRH	1807	1217	905
ALG1L2	4350	3009	5739
COL6A5	4679	4123	1241
COL6A6	937	2467	1720
PIK3R4	393	738	444
ATP2C1	261	424	338
AC055733.1	2459	1413	1284
ASTE1	2780	4545	3565
NEK11	346	432	665
NUDT16	3398	11684	5496
MRPL3	4101	3841	5904
CPNE4	2068	1926	2678
ACPP	1861	1889	1668
DNAJC13	27	126	94
ACAD11	11526	10372	6439
NPHP3-ACAD11	4208	3129	5634
ACKR4	4028	8148	3871
UBA5	547	2821	2757
NPHP3	5494	3360	8174
TMEM108	4001	3299	3463
BFSP2	1059	1044	634
CDV3	241	208	380
TOPBP1	1858	1612	942
TF	403	172	524
SRPRB	8556	10071	6513
RAB6B	4435	3580	5066
C3orf36	1340	1191	853
SLCO2A1	6987	7426	6176
RYK	159	317	277
AMOTL2	1114	994	1485
ANAPC13	754	1391	979
CEP63	1566	788	1067
EPHB1	1686	3408	5583
KY	622	1411	500
PPP2R3A	20	14	15
MSL2	1191	2349	1220
PCCB	4728	5368	7603
STAG1	94	491	307
SLC35G2	8293	4615	6888
NCK1	4617	3654	2333
IL20RB	8715	9878	6266
SOX14	822	1255	1746
CLDN18	44	92	39
DZIP1L	638	2176	1140
A4GNT	2845	2498	3477
DBR1	1053	1138	453
ARMC8	1065	974	2959
NME9	648	693	726
MRAS	1477	478	2465
ESYT3	10302	13826	11954
CEP70	569	934	708
FAIM	704	866	635
PIK3CB	439	1018	523
FOXL2	551	605	382
FOXL2NB	7045	4908	4421
PRR23A	2143	2291	961
MRPS22	6681	4872	2529
PRR23B	3004	7606	3674
PRR23C	8934	9927	13136
COPB2	5186	4690	5460
RBP2	2962	825	1047
RBP1	3131	1243	2895
NMNAT3	1213	925	1207
CLSTN2	2945	4137	3710
TRIM42	2583	3014	1972
SLC25A36	1234	848	852
SPSB4	7085	3654	4561
PXYLP1	2417	2491	1298
ZBTB38	1011	1324	990
RASA2	11102	10392	16205
AC010184.1	1564	730	826
RNF7	146	125	83
GRK7	5993	3370	1897
ATP1B3	2402	5509	4250
TFDP2	7017	5173	8422
GK5	7360	3746	2963
XRN1	1316	2579	1463
ATR	307	253	307
PLS1	2005	2478	2067
TRPC1	2579	2210	2219
PCOLCE2	3776	1902	1625
PAQR9	1544	2910	4144
U2SURP	2844	4945	5432
CHST2	138	368	303
SLC9A9	2871	2402	1030
C3orf58	10283	9186	4290
PLOD2	5588	3153	2266
PLSCR4	3676	1491	1870
PLSCR2	3241	1413	3298
PLSCR1	125	938	550
PLSCR5	1431	686	2106
ZIC4	11836	12703	8735
ZIC1	568	245	605
AGTR1	2735	1514	4460
CPB1	869	708	1916
CPA3	415	503	1433
GYG1	7884	11022	15767
HLTF	5452	4462	6365
HPS3	1388	3309	1478
CP	2228	2547	1800
TM4SF18	423	216	391
TM4SF1	3509	1690	1626
TM4SF4	7495	11498	15616
WWTR1	851	1907	644
COMMD2	795	1020	554
ANKUB1	2082	3068	3835
RNF13	939	657	711
PFN2	15540	4636	8817
TSC22D2	303	463	1057
SERP1	2170	1486	2168
EIF2A	2270	1962	3676
SELT	3341	2414	4277
ERICH6	1666	2226	2076
SIAH2	1167	406	2085
AC016142.1	827	393	463
RP11-166N6.3	3344	2580	3008
CLRN1	3339	2159	3142
MED12L	5578	2898	3572
GPR171	4077	6286	1213
P2RY14	1035	833	800
GPR87	5523	6232	7127
P2RY13	5776	7486	5188
P2RY12	793	753	1559
IGSF10	11044	11143	9112
AADACL2	8674	4465	10775
AADAC	457	802	757
SUCNR1	4163	5163	6855
MBNL1	3476	4282	8089
P2RY1	266	163	146
RAP2B	718	711	1079
ARHGEF26	1171	1347	684
DHX36	1671	2514	1513
GPR149	4154	3377	1529
MME	1158	2160	1863
RP11-451G4.2	4245	5480	4667
PLCH1	392	291	605
C3orf33	3812	6849	3768
SLC33A1	2577	826	2568
GMPS	3549	3997	5606
KCNAB1	3735	3189	8394
SSR3	3974	3504	1928
TIPARP	2608	4241	7022
LEKR1	268	46	275
CCNL1	353	1180	639
VEPH1	3061	1668	4609
PTX3	7	13	13
PQLC2L	931	1138	1138
SHOX2	1115	1319	1348
RSRC1	10579	9822	8344
MLF1	1979	3426	2119
GFM1	302	195	425
LXN	1102	1031	1366
RARRES1	3819	1429	1451
MFSD1	127	138	333
IQCJ	1537	2489	2667
IQCJ-SCHIP1	537	1006	1394
SCHIP1	13	8	5
IL12A	2253	2045	3600
C3orf80	1233	1241	427
RP11-432B6.3	5311	2954	3070
IFT80	5108	3618	1620
SMC4	179	180	122
TRIM59	416	346	233
KPNA4	800	1496	1396
ARL14	253	362	466
PPM1L	893	865	853
B3GALNT1	2754	2925	6692
NMD3	1865	1640	1478
SPTSSB	2209	6120	2899
OTOL1	114	80	128
SI	506	1169	299
SLITRK3	1793	3193	4462
BCHE	149	105	144
ZBBX	872	717	1114
SERPINI2	548	125	445
WDR49	10517	4413	6034
PDCD10	5859	6342	3396
SERPINI1	761	1505	1198
GOLIM4	1854	2489	3165
MECOM	4924	3534	2835
AC074033.1	188	182	314
ACTRT3	914	1407	603
MYNN	10737	9780	13803
LRRC34	704	861	610
LRRIQ4	2424	3443	1436
LRRC31	1552	842	971
SAMD7	2085	3427	4195
SEC62	695	528	814
GPR160	2123	1442	2495
PHC3	22	25	14
PRKCI	2595	2201	2238
SKIL	6396	3581	2400
CLDN11	12937	4717	8616
SLC7A14	214	176	127
RPL22L1	639	580	915
EIF5A2	2784	3124	1937
SLC2A2	2177	5206	924
TNIK	151	132	91
PLD1	627	660	753
TMEM212	2209	1851	764
FNDC3B	11110	6553	7958
GHSR	772	397	1988
TNFSF10	1116	1306	2164
NCEH1	3095	1339	1602
ECT2	9364	8246	4789
SPATA16	147	209	136
NLGN1	965	1146	1891
NAALADL2	147	91	112
TBL1XR1	2184	1085	1445
KCNMB2	1182	737	574
RP11-385J1.3	1924	1955	1598
ZMAT3	92	58	94
PIK3CA	781	637	769
KCNMB3	603	152	560
ZNF639	5744	5953	4098
MFN1	866	374	659
GNB4	431	611	900
ACTL6A	7330	5071	5712
MRPL47	4277	2982	3992
NDUFB5	1375	1402	1419
USP13	254	138	337
PEX5L	884	2192	2797
TTC14	1156	769	1421
CCDC39	3124	2422	1431
FXR1	2184	2101	2518
DNAJC19	270	157	125
SOX2	182	123	312
ATP11B	969	1885	1108
DCUN1D1	3222	3875	1964
MCCC1	511	425	636
LAMP3	3119	3600	4584
MCF2L2	76	62	75
B3GNT5	19498	16250	9785
KLHL6	2886	1120	3756
KLHL24	509	585	583
YEATS2	438	1081	555
MAP6D1	968	234	679
PARL	823	2061	689
ABCC5	1888	2533	2078
HTR3D	710	706	988
HTR3C	1063	2903	1965
HTR3E	913	4741	2042
EIF2B5	2838	2330	2758
DVL3	462	303	338
AP2M1	6606	11333	11192
ABCF3	4319	6383	4963
VWA5B2	2189	2056	8497
ALG3	2876	4116	3388
ECE2	1315	1368	2402
CAMK2N2	12	15	9
PSMD2	3495	11049	1914
EIF4G1	5565	5502	10997
FAM131A	1399	1419	1159
CLCN2	780	919	3326
POLR2H	1686	1818	2401
THPO	3668	3174	3164
CHRD	9211	7860	11993
EPHB3	1199	997	794
MAGEF1	27720	13414	9926
VPS8	583	1399	1500
C3orf70	2411	5018	4328
EHHADH	321	603	283
MAP3K13	7193	5875	10501
TMEM41A	2731	1507	4790
LIPH	9128	8215	9129
SENP2	137	48	88
IGF2BP2	8374	3358	3143
TRA2B	4906	6540	2900
ETV5	1900	2820	2525
DGKG	1220	1852	1470
CRYGS	1971	1430	2849
TBCCD1	5450	4491	2434
DNAJB11	76	135	72
RP11-134F2.8	120	352	454
AHSG	893	1408	3004
FETUB	2004	1627	1383
HRG	7834	7665	10985
KNG1	2778	3145	3362
EIF4A2	3471	3521	2257
RFC4	1767	4595	2792
ADIPOQ	4551	3868	6535
ST6GAL1	4742	3113	3556
RPL39L	2623	1748	2885
RTP1	7762	4711	7005
MASP1	3020	3000	5735
RTP4	3455	5181	4879
SST	233	279	641
RTP2	17040	8080	10384
BCL6	351	434	360
RP11-211G3.2	104	76	203
LPP	1543	833	943
TPRG1	1039	873	2681
TP63	297	380	455
P3H2	1291	1464	1397
CLDN1	783	1904	1343
CLDN16	61	126	126
TMEM207	14597	8754	10071
IL1RAP	5926	7605	4818
GMNC	3969	3499	2474
OSTN	7422	5988	6578
UTS2B	5119	6265	9575
CCDC50	1327	928	678
FGF12	5255	2287	5082
MB21D2	11811	7472	8864
HRASLS	3181	4778	5768
ATP13A5	1185	2216	1321
ATP13A4	3871	6900	7262
OPA1	761	1210	2176
HES1	6859	4156	3706
CPN2	1534	5125	5007
LRRC15	10746	11778	7182
GP5	1330	2690	2249
ATP13A3	760	500	600
TMEM44	1146	1019	695
LSG1	10498	6829	3793
FAM43A	280	285	728
XXYLT1	1400	814	4198
ACAP2	1467	413	493
PPP1R2	5469	2254	3509
APOD	2222	2391	820
MUC20	1160	1405	410
MUC4	4478	7096	5422
TNK2	779	2702	2032
TFRC	6738	3107	5244
ZDHHC19	1276	2943	2206
SLC51A	15031	10972	16788
PCYT1A	4176	2350	5795
RP11-447L10.1	365	259	236
TCTEX1D2	2169	6557	6253
TM4SF19-TCTEX1D2	1409	2055	1370
TM4SF19	550	347	1029
UBXN7	176	238	164
RNF168	10823	9502	4250
SMCO1	742	600	670
WDR53	408	263	288
FBXO45	131	268	233
NRROS	14577	15730	6283
PIGX	631	502	513
CEP19	1616	1541	1429
PAK2	983	919	1829
SENP5	744	1430	899
NCBP2	15402	14442	7213
NCBP2-AS2	471	380	908
PIGZ	1739	1078	3575
MELTF	3998	3468	4811
DLG1	8032	8142	7211
BDH1	1291	2814	3052
RUBCN	3408	5433	3682
FYTTD1	1215	958	1380
