#gene	sample7	sample8	sample9
AFAP1	13611	4993	5471
ABLIM2	7464	13441	8735
SH3TC1	446	1491	2264
AC104650.1	324	212	200
HTRA3	270	882	590
ACOX3	2749	4019	4340
TRMT44	1352	4661	4089
GPR78	9695	12736	6055
CPZ	1972	4144	2187
HMX1	2873	2644	2913
FAM90A26	713	510	1585
USP17L10	753	302	236
USP17L11	344	415	240
USP17L12	4110	3778	2354
USP17L13	931	2083	1496
USP17L15	45	25	42
USP17L17	306	319	424
USP17L18	2115	2925	1431
USP17L19	2114	3290	1633
USP17L20	2917	3345	4082
USP17L21	322	234	294
USP17L22	136	245	248
USP17L23	831	1863	1758
USP17L24	1595	5483	3003
USP17L25	274	144	143
USP17L26	6040	6694	9567
USP17L5	6259	4531	10560
USP17L27	1099	1543	1080
USP17L28	617	799	1643
USP17L29	3349	1893	3588
USP17L30	59	112	76
DEFB131	2443	1872	1905
SLC2A9	4287	2143	3336
DRD5	1844	1131	1568
WDR1	3290	1876	2126
ZNF518B	10845	3298	4385
CLNK	2550	3339	3582
HS3ST1	1028	911	768
RAB28	1084	953	668
NKX3-2	6991	8198	8743
BOD1L1	8742	10921	5123
AC006445.1	2693	2706	2013
CPEB2	1086	1511	1323
C1QTNF7	195	419	430
CC2D2A	1086	1133	797
FBXL5	2605	1564	1080
FAM200B	3168	6511	4650
BST1	482	842	236
CD38	2634	2006	5087
FGFBP1	2289	5722	3747
FGFBP2	2187	2730	1149
PROM1	4630	11513	2428
TAPT1	164	119	105
LDB2	2377	6267	1974
QDPR	3980	961	1926
CLRN2	959	1864	1536
LAP3	3802	5463	4585
MED28	13790	5933	18796
FAM184B	5262	1753	3922
DCAF16	6849	5034	6080
NCAPG	1049	2205	588
LCORL	1543	4118	2026
SLIT2	4678	4217	3458
PACRGL	4784	958	2560
KCNIP4	1287	1221	554
ADGRA3	664	923	485
PPARGC1A	2878	2981	4332
DHX15	1656	912	557
SOD3	9418	23654	4673
CCDC149	3830	8750	4065
LGI2	1891	2730	1905
SEPSECS	1743	1862	2886
RP11-717K11.2	5	1	1
PI4K2B	1109	2336	1523
ZCCHC4	750	478	854
ANAPC4	408	1444	671
SLC34A2	709	3002	1764
SEL1L3	5498	3869	6371
SMIM20	1213	633	995
RBPJ	1470	2460	2665
CCKAR	1481	2336	1797
TBC1D19	1444	720	1587
STIM2	10652	13410	12336
PCDH7	1738	2945	3360
ARAP2	24	15	25
DTHD1	1463	1150	1422
NWD2	1235	1740	1522
C4orf19	1457	1317	1854
RELL1	16686	13857	11253
PGM2	4807	2801	3534
AC021106.1	3867	2607	3344
TBC1D1	8582	4499	3400
PTTG2	130	200	215
KLF3	1943	2637	990
TLR10	1859	2252	1989
TLR1	6233	8664	11928
TLR6	1760	2180	2820
FAM114A1	2670	1478	3307
TMEM156	3554	3272	3785
KLHL5	2105	3015	2358
WDR19	571	530	935
RFC1	276	458	561
KLB	145	408	512
RPL9	303	798	856
LIAS	7336	6138	6620
UGDH	2108	1619	3641
SMIM14	2189	3300	2442
UBE2K	1176	1788	1558
PDS5A	3951	4625	2615
N4BP2	2022	3001	921
RHOH	1127	709	781
CHRNA9	13960	9269	13407
RBM47	615	218	762
NSUN7	862	827	2308
APBB2	6405	2063	1716
UCHL1	1047	1186	2591
LIMCH1	63	82	50
PHOX2B	3594	7895	5054
TMEM33	3360	1471	2876
DCAF4L1	367	257	208
SLC30A9	76	63	43
BEND4	2205	3811	2197
SHISA3	2460	2748	1621
ATP8A1	1095	1606	1846
GRXCR1	906	1158	2189
KCTD8	2144	1569	1731
YIPF7	4023	6969	5229
GUF1	1506	815	1384
GNPDA2	777	1928	3378
GABRG1	3867	4682	3106
GABRA2	7355	15522	11937
COX7B2	4138	6273	1765
GABRA4	3342	12654	6237
GABRB1	794	827	754
COMMD8	1240	2422	2504
ATP10D	3296	1798	3382
CORIN	5933	3198	6166
NFXL1	102	152	296
NIPAL1	980	1613	1320
CNGA1	2397	1935	3270
TXK	891	725	601
TEC	2123	1295	1757
SLAIN2	2957	3856	1974
SLC10A4	1870	3296	3862
ZAR1	1477	1567	2209
FRYL	1398	887	2292
OCIAD1	1733	2029	1246
OCIAD2	323	168	365
CWH43	5395	5546	3425
DCUN1D4	176	450	294
LRRC66	1632	2230	2065
SGCB	3320	3598	3112
SPATA18	260	506	194
USP46	2262	2230	1912
ERVMER34-1	511	747	892
RASL11B	320	1537	589
SCFD2	4855	9546	10055
FIP1L1	833	1487	796
RP11-231C18.3	1715	1475	1441
LNX1	1357	1766	2009
CHIC2	7	3	7
GSX2	221	98	62
PDGFRA	2847	2590	3863
KIT	2878	4277	3684
KDR	6901	7044	12148
SRD5A3	3496	2955	5730
TMEM165	1281	1053	1861
CLOCK	3220	1094	3206
PDCL2	4386	1721	2225
NMU	4203	2760	2766
RP11-345F18.1	998	1053	639
EXOC1	2783	6490	2093
CEP135	821	1335	1287
KIAA1211	11554	3090	8206
AASDH	11424	8187	5770
PPAT	4277	2636	5296
PAICS	253	251	464
SRP72	3603	3314	3795
ARL9	3526	7043	5224
THEGL	2746	1063	2245
HOPX	366	234	422
SPINK2	5325	7729	5507
REST	7960	10261	8037
NOA1	17794	12097	9386
POLR2B	1817	1355	2595
IGFBP7	4231	2907	2136
ADGRL3	350	529	418
TECRL	7796	10735	8872
EPHA5	4719	13015	9290
CENPC	858	1071	599
STAP1	2796	2268	1016
UBA6	2277	2927	6920
GNRHR	270	672	356
TMPRSS11D	1039	3093	3155
TMPRSS11A	825	241	1555
TMPRSS11F	5768	6698	10925
TMPRSS11B	9448	8228	6408
YTHDC1	1998	1248	1402
TMPRSS11E	3295	2532	2405
UGT2B17	3618	3115	1692
UGT2B15	1622	2269	894
UGT2B10	2441	4282	2965
UGT2A3	5903	2693	2380
UGT2B7	3038	4430	3092
UGT2B11	9889	4972	5894
UGT2B28	4730	7882	1592
UGT2B4	2671	2851	2630
UGT2A1	5068	5117	6673
UGT2A2	2753	2298	4712
SULT1B1	713	571	216
SULT1E1	1065	1440	1070
CSN1S1	1911	2524	1150
CSN2	670	877	305
STATH	3419	1999	3587
AC063956.1	5047	4763	5093
HTN3	764	760	1283
HTN1	302	256	475
PRR27	1475	931	1866
ODAM	2603	1566	1627
FDCSP	508	599	528
CSN3	1948	868	2042
CABS1	4565	3910	3714
SMR3A	2910	7457	4496
SMR3B	1912	2213	908
OPRPN	1006	1646	1375
MUC7	868	945	1207
AMTN	10256	9571	15844
AMBN	1038	969	1785
ENAM	5295	6213	5600
JCHAIN	4466	5053	2171
UTP3	38	59	73
RUFY3	1686	5011	1075
GRSF1	4910	2847	2918
MOB1B	1986	1240	989
DCK	2663	2950	2825
SLC4A4	4706	4461	2735
GC	2068	1870	373
NPFFR2	2177	2653	2992
ADAMTS3	359	1335	530
COX18	6889	4589	2486
ANKRD17	6733	4870	4715
ALB	730	271	286
AFP	73	87	62
AFM	1341	1004	1324
RASSF6	1647	875	1440
CXCL8	88	47	74
CXCL6	3915	5276	4854
PF4V1	1185	1352	973
CXCL1	3410	1558	2815
PF4	12	34	13
PPBP	1866	4266	10045
CXCL5	110	86	85
CXCL3	981	719	759
CXCL2	4321	4953	4906
MTHFD2L	1411	1618	2724
EPGN	1047	1513	1644
EREG	850	667	803
AREG	2047	1748	2213
BTC	3719	1707	2004
PARM1	9601	9903	10704
RCHY1	1770	6252	8252
THAP6	3868	4973	7099
C4orf26	6712	3179	2827
CDKL2	4540	7636	6896
G3BP2	830	768	437
USO1	6211	6535	6443
PPEF2	3134	4810	4171
NAAA	868	430	337
SDAD1	466	745	1365
AC110615.1	17342	15527	11855
AC112719.1	167	154	99
CXCL9	1759	2932	744
ART3	12362	2697	9752
CXCL10	29695	15403	6595
CXCL11	2900	2149	2964
NUP54	1323	2676	2248
SCARB2	8085	6300	8356
FAM47E	1793	1115	393
FAM47E-STBD1	3458	3912	2328
STBD1	40	45	74
CCDC158	406	294	211
SHROOM3	7568	3566	9597
SOWAHB	2503	7867	9288
SEPT11	3977	3584	7612
CCNI	1550	2966	3917
CCNG2	1579	740	1613
CXCL13	5583	5023	7757
CNOT6L	2953	1600	3906
MRPL1	3844	4614	4437
FRAS1	3169	3399	2440
ANXA3	4521	3138	1817
BMP2K	4436	7517	7587
PAQR3	4150	3915	3301
NAA11	11049	4787	4651
GK2	1347	3563	2272
ANTXR2	5277	3000	3001
PRDM8	2851	3383	3005
FGF5	1046	2038	1633
C4orf22	3387	4322	5531
BMP3	6480	1663	6861
PRKG2	2053	1549	3065
RASGEF1B	431	448	1021
HNRNPD	2598	1583	1638
HNRNPDL	644	411	1878
ENOPH1	1211	1728	1754
TMEM150C	1389	799	665
SCD5	198	806	355
SEC31A	267	195	777
THAP9	2733	3116	2192
LIN54	1305	1744	978
COPS4	1333	3618	1133
PLAC8	3186	2539	4358
COQ2	3787	1720	3006
HPSE	5457	6346	4109
HELQ	4173	1099	4042
MRPS18C	5263	10728	3439
FAM175A	2368	3974	4059
GPAT3	642	448	869
NKX6-1	5470	3878	6923
CDS1	913	497	672
WDFY3	406	324	297
ARHGAP24	1956	2289	6126
MAPK10	6463	3318	2431
PTPN13	940	1361	1940
SLC10A6	1759	684	1837
C4orf36	2443	3507	5643
AFF1	7517	9400	6895
KLHL8	237	418	194
HSD17B13	887	832	980
HSD17B11	4369	1620	1121
NUDT9	171	451	844
SPARCL1	12101	3977	6275
DSPP	1212	800	953
DMP1	4549	7016	7223
IBSP	4824	4027	1259
MEPE	4485	2340	3870
SPP1	505	806	240
PKD2	901	325	526
ABCG2	1081	891	1314
PPM1K	12587	2770	9050
HERC6	5736	9985	5970
HERC5	2140	2662	1050
PYURF	1158	1770	2704
HERC3	4493	5376	3845
PIGY	1486	1496	1291
NAP1L5	466	1032	557
FAM13A	964	927	605
TIGD2	1163	581	1017
GPRIN3	814	2824	1531
SNCA	1099	917	2143
MMRN1	2854	2016	1343
CCSER1	1749	4291	1183
GRID2	5922	2364	3932
ATOH1	550	336	570
SMARCAD1	6204	8646	6028
HPGDS	15911	13800	11739
PDLIM5	3476	2252	1749
BMPR1B	3078	4493	3279
UNC5C	830	233	405
PDHA2	2599	881	4028
STPG2	348	412	339
RAP1GDS1	2498	2674	11472
TSPAN5	2218	3149	2607
EIF4E	8684	8968	9437
METAP1	14477	11696	6448
ADH5	556	774	852
ADH4	3792	4560	4012
ADH6	2956	1769	3909
ADH1A	1466	1184	829
ADH1B	400	580	496
ADH1C	1232	719	857
ADH7	1267	2730	4228
C4orf17	3882	5417	6213
TRMT10A	1650	1670	1172
MTTP	6007	9658	14691
RP11-766F14.2	1754	1554	2500
DAPP1	1513	2507	2302
LAMTOR3	545	282	332
DNAJB14	406	364	554
H2AFZ	3079	3430	2284
DDIT4L	1330	1585	1571
EMCN	361	167	355
PPP3CA	4639	5313	5804
BANK1	5327	1861	2192
SLC39A8	1233	1371	1059
NFKB1	1073	5209	5617
MANBA	2098	2081	2445
UBE2D3	4084	5604	4556
CISD2	3986	5400	4190
SLC9B1	8610	13091	3867
SLC9B2	3872	5263	5488
BDH2	206	251	205
CENPE	3317	4092	2901
TACR3	1133	2106	738
CXXC4	7	5	4
TET2	10	23	22
PPA2	1557	2009	936
ARHGEF38	2637	3768	3351
INTS12	3368	7700	8557
GSTCD	2408	3301	2163
NPNT	2065	672	2024
TBCK	1157	722	1442
AIMP1	2388	5681	1385
GIMD1	337	657	282
DKK2	6226	1511	1794
PAPSS1	3209	6087	7506
SGMS2	2295	3754	3599
CYP2U1	4	0	4
HADH	934	1951	1984
LEF1	4342	3287	2680
RPL34	1336	3921	4919
OSTC	5208	3001	2191
ETNPPL	7343	3986	8331
COL25A1	610	1431	745
SEC24B	745	679	667
CCDC109B	276	328	282
CASP6	1256	1326	830
PLA2G12A	682	1169	586
CFI	2	4	6
GAR1	1034	1998	820
RRH	637	1217	2124
LRIT3	3730	1047	1148
EGF	45	90	39
ELOVL6	4735	2996	4091
ENPEP	96	237	143
PITX2	1093	1007	946
C4orf32	1686	1874	2198
AP1AR	2770	4172	3410
TIFA	646	1181	802
ALPK1	12143	29491	42911
NEUROG2	2613	2957	3206
ZGRF1	2569	2209	790
LARP7	2723	2041	1606
ANK2	4802	3605	3680
CAMK2D	2502	1919	3622
ARSJ	2569	3010	3374
UGT8	522	354	350
NDST4	4242	6582	1837
MTRNR2L13	1228	1584	736
TRAM1L1	2653	2446	4919
NDST3	1360	1732	2693
PRSS12	1020	563	845
METTL14	17083	6542	10710
SEC24D	29	46	21
SYNPO2	1530	881	994
MYOZ2	7506	4842	6584
USP53	9276	3203	5765
C4orf3	856	1428	1702
FABP2	4120	5370	3852
PDE5A	2533	3436	2668
MAD2L1	326	595	796
PRDM5	1296	817	734
NDNF	3584	4755	7384
TNIP3	3448	3046	3813
QRFPR	5357	2143	2148
ANXA5	838	2211	2047
TMEM155	2148	1582	2591
EXOSC9	2783	2632	3909
CCNA2	3068	11449	10503
BBS7	2220	3104	951
TRPC3	5632	8444	3187
KIAA1109	328	384	541
ADAD1	537	431	364
IL2	813	301	1294
IL21	1147	2744	6617
BBS12	128	160	165
FGF2	1602	1009	1351
NUDT6	690	2124	3980
SPATA5	7609	3369	4463
SPRY1	4053	3151	1979
ANKRD50	661	1523	612
FAT4	1655	2980	2584
INTU	2306	1163	825
SLC25A31	9017	10966	4170
HSPA4L	537	528	1070
PLK4	19423	11719	5559
MFSD8	683	1640	1850
ABHD18	12894	11623	5275
LARP1B	177	374	437
PGRMC2	343	418	1142
JADE1	3083	3575	2154
SCLT1	704	1516	776
C4orf33	158	209	154
PCDH10	1274	2757	4783
PABPC4L	5271	6576	5347
PCDH18	39620	18014	20462
SLC7A11	1068	368	493
NOCT	6526	4381	3942
ELF2	152	239	317
MGARP	6942	9341	5317
NDUFC1	586	644	1078
NAA15	928	1146	1710
RAB33B	1469	3413	5396
SETD7	2732	5757	4061
MGST2	3898	2475	951
MAML3	735	301	2106
SCOC	4040	3041	2743
CLGN	35038	33358	15391
MGAT4D	6664	12026	7826
ELMOD2	2852	7798	8021
UCP1	1591	3472	1693
TBC1D9	761	715	645
RNF150	3454	2488	2327
ZNF330	2456	4087	2606
IL15	282	137	541
INPP4B	1783	1542	2356
USP38	1614	2736	3754
GAB1	820	1371	1790
SMARCA5	188	49	200
FREM3	6165	4796	2991
GYPE	421	155	226
GYPB	1165	956	556
GYPA	2512	3586	7387
HHIP	3237	10484	6009
ANAPC10	2277	314	2512
ABCE1	2975	3696	5599
OTUD4	109	301	160
SMAD1	238	341	560
MMAA	3095	4031	2094
C4orf51	1660	1590	410
ZNF827	683	1029	304
LSM6	1271	1404	1244
RP11-6L6.2	2841	7789	2992
SLC10A7	2388	2890	1965
POU4F2	1756	1338	3516
TTC29	1273	1374	2093
EDNRA	317	805	687
TMEM184C	2587	1261	1133
PRMT9	2327	2457	2731
ARHGAP10	3128	1467	1012
NR3C2	1503	1602	1409
RP11-526A4.1	5274	8140	10725
DCLK2	766	1471	1513
LRBA	2085	1800	2797
MAB21L2	5595	5933	3194
RPS3A	6242	4824	7578
SH3D19	2572	3719	3447
PRSS48	211	225	108
FAM160A1	30	47	14
GATB	3479	1791	637
FBXW7	2983	4870	3775
TMEM154	9131	17347	7297
TIGD4	4659	4394	4070
ARFIP1	145	142	154
FHDC1	383	388	478
TRIM2	651	300	478
MND1	5746	4781	3812
KIAA0922	1186	4334	2589
TLR2	33	43	89
RNF175	10002	11754	6970
SFRP2	10197	9378	12213
DCHS2	7479	4873	8432
PLRG1	2014	3390	6500
FGB	2893	4420	1586
FGA	1528	1300	3961
FGG	797	175	1036
LRAT	1157	1461	1656
RBM46	1219	1973	1483
NPY2R	3057	3076	2309
MAP9	80	181	39
GUCY1A3	3035	3521	6315
GUCY1B3	6012	2814	2095
ASIC5	53	102	143
TDO2	189	265	193
CTSO	905	900	656
PDGFC	2493	1966	2133
GLRB	154	163	224
GRIA2	2638	1777	1036
FAM198B	2996	4415	5192
TMEM144	2675	1250	2739
RXFP1	90	75	130
C4orf46	5130	4516	4822
ETFDH	3077	2820	2811
PPID	13782	18794	10817
FNIP2	6137	4983	4566
C4orf45	1200	859	914
RAPGEF2	7578	5367	3617
FSTL5	453	1473	1223
NAF1	2078	1065	2803
NPY1R	10901	10673	3574
NPY5R	1167	1534	1691
TKTL2	1829	4279	1751
TMA16	210	74	120
MARCH1	1603	3229	1888
LINC01207	1069	1410	789
APELA	403	1006	654
TRIM61	2767	1341	3423
FAM218A	4790	2685	1203
TRIM60	756	410	1061
TMEM192	481	536	466
KLHL2	5007	1838	2563
RP11-668G10.2	2669	4309	3478
MSMO1	803	625	574
CPE	9	14	10
TLL1	737	1036	1723
SPOCK3	5070	4326	2663
ANXA10	365	239	148
DDX60	6589	6404	2054
DDX60L	3037	11443	3144
PALLD	4140	2859	1406
CBR4	192	242	249
SH3RF1	651	387	983
NEK1	1412	2862	1974
CLCN3	4387	5261	4934
HPF1	350	862	583
MFAP3L	5239	4038	2806
AADAT	1090	1997	656
GALNTL6	7888	3657	4508
GALNT7	232	323	217
HMGB2	7199	17586	10221
SAP30	494	506	758
SCRG1	3447	1419	1628
HAND2	1165	1172	1212
FBXO8	767	749	1188
CEP44	9128	3452	6192
HPGD	620	2391	1280
GLRA3	5046	6014	11705
ADAM29	734	1554	571
GPM6A	2522	7549	4712
WDR17	6733	5842	8807
SPATA4	466	480	1319
ASB5	131	169	221
SPCS3	1093	540	1660
VEGFC	4394	6620	10124
NEIL3	10539	15698	10693
AGA	3643	5779	5765
TENM3	4492	2241	4574
DCTD	870	1013	1131
WWC2	2295	3756	2550
CLDN22	479	511	324
CLDN24	2794	4808	4818
CDKN2AIP	5118	4922	6937
ING2	953	1267	2111
RWDD4	18267	11429	14452
TRAPPC11	800	682	805
STOX2	2212	952	1075
ENPP6	3089	2143	3311
IRF2	422	412	572
CASP3	502	969	680
PRIMPOL	704	300	697
CENPU	3139	3651	3076
ACSL1	1628	750	640
HELT	58	63	71
SLC25A4	3841	2929	1717
CFAP97	379	477	512
SNX25	2257	2196	1268
LRP2BP	796	787	421
ANKRD37	1652	1816	2868
UFSP2	21045	11633	7825
C4orf47	861	589	578
CCDC110	1250	575	1841
PDLIM3	872	1573	766
SORBS2	4022	5072	5268
TLR3	1781	2358	2309
FAM149A	666	944	426
CYP4V2	1048	965	2220
KLKB1	1369	3433	1354
F11	884	899	695
RP11-215A19.2	5597	10014	9920
MTNR1A	4967	4241	4855
FAT1	13846	23546	11020
ZFP42	4011	5992	2339
TRIML2	5274	10485	14067
TRIML1	611	337	348
FRG1	1374	589	579
FRG2	217	244	374
DUX4	420	404	536
PLEKHG4B	1514	1471	1729
LRRC14B	1386	2104	729
CCDC127	1677	1156	1666
SDHA	135	228	278
PDCD6	4112	4170	2533
AHRR	2094	3327	3026
EXOC3	3381	820	1936
SLC9A3	1900	2951	5167
CEP72	737	938	814
TPPP	3912	6582	5177
ZDHHC11B	1213	3085	2095
ZDHHC11	3652	4151	2815
BRD9	923	779	660
TRIP13	1074	716	645
NKD2	5996	5230	6072
SLC12A7	1308	837	2361
SLC6A19	1733	339	1383
SLC6A18	264	260	205
TERT	1476	3600	1491
CLPTM1L	42	37	30
SLC6A3	5739	2751	2353
LPCAT1	4082	2762	2023
MRPL36	9487	12062	10075
NDUFS6	225	134	267
IRX4	18257	23442	17794
IRX2	846	334	664
C5orf38	540	113	385
IRX1	2756	4801	3490
ADAMTS16	1180	1289	1067
ICE1	72	34	65
MED10	1072	429	1164
UBE2QL1	32	56	45
NSUN2	3742	4087	2606
SRD5A1	2133	1594	964
PAPD7	573	1058	924
ADCY2	800	1285	1562
C5orf49	2027	1059	1504
MTRR	2854	2480	2921
FASTKD3	330	373	260
SEMA5A	1240	1157	493
TAS2R1	4694	2999	3537
FAM173B	1182	527	685
CCT5	2768	4276	4538
CMBL	1346	1102	411
MARCH6	562	480	332
ROPN1L	1300	738	1196
ANKRD33B	2982	1946	1301
DAP	588	242	295
CTNND2	517	499	383
DNAH5	4085	5998	6744
TRIO	1578	864	483
AC016549.1	353	323	180
FAM105A	3662	4251	3501
OTULIN	1205	2680	2735
ANKH	1823	1201	1435
FBXL7	1290	1782	696
MARCH11	150	207	190
ZNF622	2118	3491	653
FAM134B	11869	2189	13806
MYO10	5125	1749	2751
BASP1	684	1140	797
CDH18	378	321	557
CDH12	9246	4721	9176
PRDM9	2546	1449	1211
CDH10	1724	1512	932
CDH9	1394	1706	1180
CDH6	48	24	30
DROSHA	427	822	605
C5orf22	351	476	226
PDZD2	7562	5322	9048
GOLPH3	4114	2486	1063
MTMR12	426	169	239
ZFR	4822	2154	5790
SUB1	798	1219	1676
NPR3	574	372	320
TARS	354	1367	851
ADAMTS12	47	153	493
RXFP3	9231	13659	12596
SLC45A2	5535	4457	3630
AMACR	168	215	362
C1QTNF3-AMACR	907	1425	517
C1QTNF3	22	31	23
RAI14	140	95	173
TTC23L	7392	7080	3600
RAD1	3713	4099	1813
BRIX1	647	409	1189
DNAJC21	3303	2176	1422
AGXT2	13824	17426	16131
PRLR	611	173	601
SPEF2	6310	11510	5206
IL7R	2497	2266	3655
CAPSL	1488	1154	1209
UGT3A1	5221	2483	4198
UGT3A2	10	22	16
LMBRD2	645	517	589
SKP2	6513	2707	6759
NADK2	5902	4206	9706
RANBP3L	11578	8925	7468
SLC1A3	2055	2296	3728
NIPBL	5049	2892	2358
C5orf42	2660	1382	1636
NUP155	3761	3772	2675
WDR70	523	175	248
GDNF	112	234	164
EGFLAM	1564	1687	2471
LIFR	9210	4121	7333
OSMR	7026	8531	6069
RICTOR	831	471	362
FYB	7395	9321	7712
C9	4706	2341	3816
DAB2	786	516	667
TTC33	4225	6196	12252
PTGER4	3810	1789	5846
PRKAA1	7961	6458	9605
AC008810.1	1732	520	559
RPL37	455	242	159
CARD6	424	858	1110
C7	1814	1900	2297
MROH2B	3941	4504	5222
C6	6757	7670	8203
PLCXD3	1472	720	2169
OXCT1	1821	2256	2876
C5orf51	217	259	836
FBXO4	2284	5274	4533
GHR	1393	1539	1721
CCDC152	1884	2230	1801
SEPP1	749	678	449
ANXA2R	745	1552	993
ZNF131	2443	1139	1308
NIM1K	429	592	377
HMGCS1	3041	4587	3473
CCL28	342	500	465
TMEM267	2775	1067	2617
C5orf34	2285	2513	1760
PAIP1	462	425	337
NNT	636	539	510
FGF10	3950	1598	7394
MRPS30	4252	2346	1385
HCN1	4402	4555	3622
EMB	2521	2297	5535
PARP8	736	652	1471
ISL1	3465	3897	1987
ITGA1	4023	4099	10341
PELO	1970	2772	1214
ITGA2	326	343	370
MOCS2	2040	967	1519
FST	2300	1127	1973
NDUFS4	11262	8987	11821
ARL15	1299	3097	3309
HSPB3	5852	4753	4190
SNX18	327	702	433
ESM1	306	213	285
GZMK	1001	632	630
GZMA	5008	2486	5154
CDC20B	667	1137	602
GPX8	33	47	46
MCIDAS	3760	4752	3443
CCNO	1408	2050	2165
DHX29	2020	3570	5473
SKIV2L2	463	1090	1104
PLPP1	2311	3311	3319
SLC38A9	2011	1526	2647
DDX4	2274	357	495
IL31RA	263	873	411
AC008914.1	886	450	1731
IL6ST	8202	7496	4976
ANKRD55	17586	14207	9352
C5orf67	554	746	406
MAP3K1	918	1295	2815
SETD9	8069	11824	7351
MIER3	2725	4044	2686
GPBP1	436	662	326
ACTBL2	1325	559	295
PLK2	731	598	1201
GAPT	1743	925	1678
RAB3C	3772	4599	4104
PDE4D	6518	7232	4319
AC109486.1	1538	3070	1915
DEPDC1B	1193	1134	1175
ELOVL7	8145	15788	11163
ERCC8	4480	4732	3194
NDUFAF2	1685	4068	3706
SMIM15	3279	6740	7879
ZSWIM6	20617	16452	12254
KIF2A	198	238	173
DIMT1	3223	2081	5413
IPO11	352	331	226
LRRC70	3879	4839	3516
HTR1A	447	815	544
RNF180	12347	15741	16014
RGS7BP	4285	5362	3395
FAM159B	5266	8073	8637
SREK1IP1	1543	2223	2248
CWC27	5719	7956	4573
ADAMTS6	4901	7363	17207
CENPK	1093	1338	2122
PPWD1	1240	520	878
TRIM23	3220	2891	4005
TRAPPC13	2235	1184	1186
CTC-534A2.2	2285	1176	1960
SGTB	596	616	1380
NLN	2398	2363	3234
ERBIN	350	213	323
SREK1	3364	10528	7572
MAST4	516	523	634
CD180	6358	6215	18815
PIK3R1	8044	4699	7184
SLC30A5	1059	874	635
CCNB1	145	259	163
CENPH	989	727	558
MRPS36	3533	4184	4393
CDK7	6351	3848	4683
CCDC125	191	338	180
AK6	1955	2091	1227
TAF9	948	546	577
RAD17	7629	7032	6162
MARVELD2	2544	2672	1043
OCLN	732	1057	769
GTF2H2C	90	63	82
SERF1B	1465	2560	1849
SMN2	491	535	1211
SERF1A	1517	1057	1416
SMN1	3587	5366	6618
NAIP	315	240	280
GTF2H2	3096	4079	3376
BDP1	2240	4347	1413
MCCC2	658	521	489
CARTPT	4703	7813	13082
MAP1B	1125	2699	1433
MRPS27	5382	3688	3095
PTCD2	2113	1345	904
ZNF366	164	703	616
TNPO1	8376	4146	10550
FCHO2	3409	9505	6194
TMEM171	1213	720	972
TMEM174	9634	4341	5470
FOXD1	4622	6291	3385
BTF3	6455	7955	4550
ANKRA2	2751	3948	6082
UTP15	5801	12973	3201
ARHGEF28	2350	2838	1848
ENC1	2998	2892	2624
HEXB	5267	4030	3113
GFM2	4404	3503	2595
NSA2	1650	3736	1784
FAM169A	746	714	880
GCNT4	12497	15969	12878
ANKRD31	52	155	124
HMGCR	448	184	243
COL4A3BP	3871	4024	3232
POLK	107	154	149
ANKDD1B	1355	954	1361
POC5	3663	1848	2627
SV2C	1571	2575	3881
AC113404.1	4155	4155	3451
IQGAP2	1530	1575	1128
F2RL2	6412	8616	5286
F2R	1624	2238	2050
F2RL1	11391	21695	7148
S100Z	8444	9285	2102
CRHBP	1560	709	4348
AGGF1	875	3414	2826
ZBED3	2427	4565	4366
PDE8B	1415	2685	3399
WDR41	1063	2449	1643
OTP	3	1	2
TBCA	36	123	75
AP3B1	10528	5974	9283
SCAMP1	1000	312	595
LHFPL2	3776	4266	906
ARSB	2700	4064	6423
DMGDH	2385	2452	846
BHMT2	18640	14214	15523
BHMT	4829	3413	1796
JMY	2613	1995	2528
HOMER1	2086	2458	1528
PAPD4	325	895	877
CMYA5	401	303	97
MTX3	290	759	316
THBS4	1057	1087	2726
SERINC5	3049	4959	5210
SPZ1	1498	3346	1690
ZFYVE16	6819	12996	6728
FAM151B	961	1047	831
ANKRD34B	4402	3305	2099
DHFR	1249	3976	2356
MSH3	7	3	4
RASGRF2	287	79	71
CKMT2	869	3135	2655
ZCCHC9	2338	2991	2760
ACOT12	807	2775	1843
SSBP2	2209	4624	3670
ATG10	255	631	521
RPS23	17928	13093	12739
ATP6AP1L	369	453	595
TMEM167A	557	807	424
XRCC4	9257	4098	8034
VCAN	8412	6977	4741
HAPLN1	622	479	275
EDIL3	3357	4965	8008
COX7C	2676	3444	4054
RASA1	3028	5603	5928
CCNH	5438	4141	6747
TMEM161B	1379	1175	630
MEF2C	550	531	765
CETN3	5983	20470	16182
MBLAC2	3361	2033	3191
POLR3G	1560	1300	657
LYSMD3	1445	1014	738
ADGRV1	1220	1811	1704
ARRDC3	3293	1704	6969
NR2F1	1000	1087	1767
FAM172A	541	939	236
POU5F2	190	125	211
KIAA0825	1446	3319	2219
SLF1	8669	5861	13809
MCTP1	4465	2716	1886
FAM81B	7191	4308	3357
TTC37	4352	5649	5489
ARSK	68	115	70
GPR150	4124	2861	1890
RFESD	268	125	208
SPATA9	884	1274	728
RHOBTB3	1182	1246	689
GLRX	2247	3674	2277
ELL2	3977	3374	3117
PCSK1	1313	4223	3323
CAST	1793	3162	2532
ERAP1	122	155	77
ERAP2	11502	6594	19361
LNPEP	573	714	818
LIX1	1155	2415	1933
