"logFC" "logCPM" "PValue" "FDR"
"ZNF780B" -0.692206078226251 5.82049942850831 0.146963219706254 0.622184640481188
"DNLZ" -0.704377331469533 4.39659920299394 0.146968666567871 0.622184640481188
"UNC80" -0.697252395981911 3.16355062467806 0.146977702750436 0.622184640481188
"AL161905.1" 0.688128689412781 6.18698372938067 0.146981065286655 0.622184640481188
"MON1B" 0.701533845836272 4.40135746369062 0.147314477643256 0.62305315477178
"CLDN3" 0.686450638540934 3.70352302949298 0.147317738706322 0.62305315477178
"PCED1B" -0.682967268293363 6.52386393057808 0.147433539367157 0.62305315477178
"NOA1" -0.713717931737643 7.12561354194388 0.14746899397804 0.62305315477178
"MRPS26" -0.69304816996272 3.76698265055608 0.147478947162903 0.62305315477178
"SLC35C1" -0.685544908912466 3.7254293077624 0.147499781952556 0.62305315477178
"ACTL7A" -0.70640458741626 1.79209409910956 0.147515168155142 0.62305315477178
"CA3" -0.771585393320983 -0.811586077232169 0.147524983550271 0.62305315477178
"PON3" -0.704620457185624 5.87884746764587 0.147539563343123 0.62305315477178
"SLC11A1" -0.681280310139842 7.13879903788527 0.147551528935227 0.62305315477178
"COL28A1" -0.687261793800488 6.34577342556615 0.14757462140694 0.62305315477178
"OR11A1" -0.701646349725523 4.97982306987912 0.147598015707018 0.62305315477178
"USP17L25" -0.730399140246446 1.46990641787413 0.147612148408094 0.62305315477178
"SNX32" -0.695513032354741 7.24428027135123 0.147621699992355 0.62305315477178
"SMAP2" -0.693150486107759 5.6829711803431 0.147681928291765 0.623117900885921
"NXF1" -0.687945313966889 4.95490974394585 0.147725765625963 0.623117900885921
"TPR" -0.694932229505168 2.27664193097345 0.147768318761336 0.623117900885921
"C10orf82" -0.69153946508623 6.41619540529812 0.147787193994032 0.623117900885921
"FGF23" -0.69310255693409 5.7787006441772 0.14779257885822 0.623117900885921
"RNF216" -0.711046239782507 4.78224805644841 0.147848919074343 0.623224263042542
"ADAM33" -0.6812728155317 4.03976884852256 0.147913031122874 0.623327727174886
"EPT1" 0.694235120088764 6.4855436524214 0.147935700413829 0.623327727174886
"EHBP1L1" -0.687463147780087 4.57095487559438 0.147991500903571 0.623354843396112
"FCRL1" -0.721140901343469 1.44598650902186 0.148012892617937 0.623354843396112
"GIMAP1-GIMAP5" -0.689333463594817 4.87520509391707 0.14803987807648 0.623354843396112
"C17orf96" -0.682864473559003 6.32853711111803 0.148066613992247 0.623354843396112
"ANGPTL2" -0.689829696997074 4.66697469908787 0.148153745975986 0.623509509069302
"GUK1" -0.685851621030892 5.9537012291777 0.148165606468468 0.623509509069302
"GJA4" -0.686315890173938 4.40894448406991 0.148224829205549 0.623586843649551
"EIF2S2" -0.694129487326855 3.0929806351823 0.148266315629281 0.623586843649551
"LY6H" -0.695988088995007 2.37371933284507 0.148277376880975 0.623586843649551
"MOBP" 0.692598551074578 3.49035969781228 0.148314080081275 0.623610272482792
"ZNF346" -0.698745500478259 5.16151329641422 0.148405329175868 0.623780224807913
"DHRS4" -0.687971951772216 3.42445380336369 0.148416781560307 0.623780224807913
"MMRN1" -0.694752586132789 5.00527371656016 0.148473258330417 0.62381583852419
"TRDMT1" -0.689363885407677 5.20468363418245 0.148487540216831 0.62381583852419
"CD82" -0.681071315405566 5.22444553323703 0.148603696433774 0.624172917438651
"DCLK3" -0.684613158960911 8.27224052677728 0.148654556145577 0.624194033657656
"BEND4" -0.720482775591706 5.38877186646202 0.148672182599801 0.624194033657656
"PPP2R2C" -0.686287906191197 3.8165130980429 0.148702208008304 0.624194033657656
"MFF" -0.688230607952436 6.33059656793665 0.148742827371298 0.624233726183632
"BLACE" -0.698314994945116 3.05674907029797 0.148834159935087 0.624486187193071
"LPAR1" -0.69683261004568 4.12794030187541 0.148877942774924 0.624489441158088
"SLC1A4" -0.70357441045739 5.7970720846068 0.14891759811017 0.624489441158088
"NUP160" -0.677146918101654 5.97509903416552 0.149070920380763 0.624489441158088
"SLC25A12" -0.690000912403973 5.18320944141305 0.149102998550585 0.624489441158088
"NDUFA11" -0.689870015953334 4.8538411183777 0.149117697494058 0.624489441158088
"LIN7A" -0.698475103353629 4.58461912210576 0.149233225530958 0.624489441158088
"GLYR1" -0.678348668854325 5.17282305742492 0.149239915443169 0.624489441158088
"ALOXE3" -0.718372753352553 8.21119327144185 0.149250405357013 0.624489441158088
"DUSP9" -0.692267126379936 4.12621004359914 0.1492560009683 0.624489441158088
"HAUS4" -0.733770670369439 -0.263940358028611 0.149264924592783 0.624489441158088
"ALG5" 0.686430958932564 4.86971622824243 0.149281333649408 0.624489441158088
"CBR1" 0.676570396929804 6.55002399667505 0.149307151575748 0.624489441158088
"WNT3" -0.688665855411632 4.1611658358071 0.149323355016294 0.624489441158088
"ZBTB25" -0.699213263591868 1.87994235581319 0.149329775491315 0.624489441158088
"FAM127B" -0.702031739095782 3.27640347605274 0.149431381111947 0.624489441158088
"SNRNP40" 0.695681986178248 3.1448917023938 0.149517787749746 0.624489441158088
"SLC17A3" -0.676569785167318 6.9201523375812 0.149518554896549 0.624489441158088
"LRRTM4" -0.689702148771448 5.75743286156193 0.149530164308129 0.624489441158088
"TRIM60" -0.6941628051579 3.43668598847164 0.149568486574241 0.624489441158088
"ADGRL1" 0.708436435205706 3.74355336758176 0.149603093941767 0.624489441158088
"OR2G3" -0.707846306991159 3.58299222416746 0.149662648960777 0.624489441158088
"MRGPRD" -0.682639376790939 4.42747454356407 0.149678937534874 0.624489441158088
"FTCDNL1" -0.68371408904488 4.35276956335284 0.149717480371977 0.624489441158088
"CHRNA6" -0.692265185453368 4.99622471901407 0.149764267167222 0.624489441158088
"LRRC18" -0.692319049782734 5.87268217188029 0.149773778491946 0.624489441158088
"PHLDA1" -0.681545407064002 4.71078198090672 0.149777797316287 0.624489441158088
"C22orf23" -0.695269214633139 5.28137685318046 0.149828700653997 0.624489441158088
"RP11-903H12.5" -0.687043261168191 5.77613994135314 0.14986826170055 0.624489441158088
"TSNAX-DISC1" -0.677115634229343 6.33599402528303 0.149913530753701 0.624489441158088
"ZNF19" 0.718045854769228 0.747084100622022 0.149972677156803 0.624489441158088
"TERF1" -0.688155763911024 4.49782879881006 0.150020499137123 0.624489441158088
"GABRD" 0.721388163084692 5.6164489326124 0.150020847329613 0.624489441158088
"TMEM56-RWDD3" -0.694502182109526 1.79222723923428 0.150032720867373 0.624489441158088
"SPATA33" -0.678541635210687 4.3379665122097 0.150042292930441 0.624489441158088
"ENDOU" -0.679229427730882 6.23985173399142 0.150054613970191 0.624489441158088
"NDC1" -0.706613074151221 3.31638016701189 0.150070714871367 0.624489441158088
"RCC2" -0.695770803213147 4.89552043843324 0.150102271044431 0.624489441158088
"FAM58A" -0.691246879183067 4.54480575135571 0.150113718739456 0.624489441158088
"HEPACAM" -0.716125483811621 0.364191783042546 0.150141478746703 0.624489441158088
"STON1-GTF2A1L" -0.673693990230122 5.6168805844164 0.150165170411858 0.624489441158088
"CSGALNACT1" 0.680662523913632 4.33345839785812 0.150212993389409 0.624489441158088
"EBF4" -0.687062567645929 5.41208163417207 0.15022706244891 0.624489441158088
"C16orf71" 0.685348228339749 3.83645185064262 0.150251155792996 0.624489441158088
"C17orf58" -0.68513485425023 3.68775009010677 0.150294658888891 0.624489441158088
"NAT8" 0.681350262307749 6.08724189517242 0.150314932410621 0.624489441158088
"FAM72D" -0.676915366092963 6.12577770723579 0.150341637594056 0.624489441158088
"C17orf49" -0.698006912560754 3.10594206776795 0.150397288448808 0.624489441158088
"TMEM14B" -0.693347534138775 4.46646725825142 0.150495971754727 0.624489441158088
"CDCA7L" -0.707789281098895 2.52969214480107 0.15052260362168 0.624489441158088
"COPE" -0.710595471927949 2.49819450145974 0.150534362663366 0.624489441158088
"EIF4E3" -0.693835191966292 7.44766078112281 0.150541507279877 0.624489441158088
"NEDD4L" -0.678425398641417 5.65103815754454 0.150554063851301 0.624489441158088
"NEK4" 0.689279647645886 4.65364877101299 0.15056781137952 0.624489441158088
"FAH" -0.68573139077174 4.50986126884544 0.150572393792692 0.624489441158088
"RHBG" -0.704385064278722 4.28208772359613 0.150584900612204 0.624489441158088
"MEF2D" -0.700065483652534 2.56161066579081 0.150617558612113 0.624489441158088
"CRYBA1" -0.697154725640133 2.95141836960546 0.150629808055832 0.624489441158088
"OR6C70" -0.683730096016002 5.91428356398678 0.15066021718077 0.624489441158088
"PURA" -0.706449875483209 6.06479515172204 0.150674328247069 0.624489441158088
"FAM220A" -0.683032109262471 5.87600953432619 0.150779538039468 0.62479621979077
"MICB" -0.691361650648979 4.61383920264875 0.150820318198924 0.624835944951944
"PRPF40A" -0.702456648331716 2.7926274645985 0.151039690072201 0.625615391198566
"USF1" -0.690340624444796 3.47250276711436 0.15116697431668 0.625899856347433
"ATXN10" -0.694995291125864 7.51204177596004 0.151170860416798 0.625899856347433
"SPDYE16" -0.685695584170011 6.30612160637602 0.151235727681432 0.626039028970193
"CCDC173" -0.685734247683179 5.09398163859244 0.151290328113221 0.626135653395853
"C16orf92" -0.676884866769265 4.2166333213871 0.151387966212225 0.626410318363373
"SRMS" -0.708098064295045 4.43365059277584 0.151464868730612 0.626599088298819
"LRRC59" -0.69457966042375 2.86985259934062 0.151529389482104 0.626718121854829
"PCDHGA2" -0.684111856157723 6.16822491273799 0.151556216976925 0.626718121854829
"C9orf153" -0.686404371913924 3.55241600964453 0.151681355398552 0.627011602242867
"SLC35D3" -0.70001546144555 1.32908108320181 0.151759745855934 0.627011602242867
"MAGEA11" -0.687459488850253 5.85960275390427 0.151766778295466 0.627011602242867
"OR4K2" -0.671596496894328 6.36885773995744 0.151772899646581 0.627011602242867
"ROGDI" -0.683645729827559 5.00873268360548 0.151783698231524 0.627011602242867
"CCDC174" -0.675297073560892 5.04279472343811 0.151826775518868 0.627060235137823
"NPAS1" 0.704983071396309 2.30424332222839 0.151910760690994 0.627277766934921
"SRSF8" -0.676898729774451 4.33306046081429 0.152001207882954 0.627521886872106
"CLDN24" -0.685081080667573 6.94486657078082 0.152080161377916 0.627530418943895
"RIC1" -0.712803341425121 1.051097128881 0.152090523909397 0.627530418943895
"IFI6" -0.686637216104373 2.94059989332029 0.152097258448036 0.627530418943895
"NDUFB4" -0.704667817970702 3.91441794133979 0.15226286863959 0.62777861984112
"OR10G9" -0.674706823315721 5.97012741866443 0.15227019752791 0.62777861984112
"CT47A10" 0.690778211226491 3.48425658859952 0.152281035346997 0.62777861984112
"TRIM61" -0.686483827215886 5.66421661829605 0.152289278367193 0.62777861984112
"RP11-402P6.15" -0.674479414594122 5.46871612334308 0.152314117738897 0.62777861984112
"SPEF1" -0.690451615984938 7.7382214164382 0.152387974139227 0.62784345168373
"BEST3" -0.689839172352087 6.64814175727837 0.152392534675568 0.62784345168373
"CLEC1B" -0.681672986929448 4.46919248653662 0.152547075632872 0.628211271205526
"SLC16A7" -0.680896842910445 5.244415156319 0.152606864792375 0.628211271205526
"LGI4" -0.6836504359492 8.39033259242781 0.152634764780673 0.628211271205526
"TAOK2" -0.692200342334046 7.55039610233168 0.152641401209015 0.628211271205526
"C8orf22" -0.683722853997286 2.67020168631315 0.152641402176529 0.628211271205526
"FAM182B" -0.714081141069616 0.525281145985813 0.15274528575016 0.628211271205526
"C16orf52" -0.671663473195987 5.7570676083602 0.152783941987224 0.628211271205526
"SLITRK3" -0.680874015896953 5.41264053574449 0.152785714914206 0.628211271205526
"TSPO" -0.674928530158882 4.21218352204758 0.152811669225368 0.628211271205526
"BIVM" -0.702140567650501 6.11378070791467 0.152825114018929 0.628211271205526
"SLC17A2" -0.68302188236051 5.70418319696844 0.152826794697445 0.628211271205526
"EVL" -0.6839617834145 4.40917254454355 0.152891151334461 0.628222367219948
"BHLHA9" -0.685617449361891 6.54795114580237 0.152930463932343 0.628222367219948
"NPIPB15" 0.673741068227523 5.09620841506392 0.152951894265572 0.628222367219948
"MGAT4B" -0.671446223290654 5.71220199053223 0.15303943123289 0.628222367219948
"PRR16" -0.679126292452044 3.37513257671903 0.153057814590575 0.628222367219948
"GAREM2" -0.672335317264469 6.79060804362504 0.153059339162523 0.628222367219948
"TPRA1" -0.685950605429716 2.94213037835968 0.153117700397644 0.628222367219948
"IRF8" -0.724683291246656 1.28334165208176 0.153123744599649 0.628222367219948
"ZNF107" -0.681896004251407 5.86908110313682 0.153159029842751 0.628222367219948
"CHTF8" -0.673287364342871 5.07494634897768 0.15317045820844 0.628222367219948
"PNLIPRP3" 0.697757201753738 4.29211279670343 0.153174481628587 0.628222367219948
"PGLYRP4" -0.669993848769114 6.24976789269423 0.15321459190058 0.628258237535417
"FRAT2" -0.671459076009396 5.97909924352499 0.153299252034981 0.628389672954626
"STXBP4" -0.668979428425843 6.32738725522073 0.153309387036556 0.628389672954626
"KCNJ14" -0.693884039489835 2.43735514182603 0.153426930966047 0.628435888308519
"TBCCD1" -0.683241649894119 5.80100349754165 0.153476589358241 0.628435888308519
"AGMAT" -0.674886739195192 4.49880892551137 0.153561578100354 0.628435888308519
"COA3" -0.674564730608762 6.7494999818978 0.153580920496304 0.628435888308519
"TTYH2" -0.676718464555784 6.05075563673177 0.153584279289798 0.628435888308519
"C12orf57" -0.690120459744113 3.29650952991171 0.153603192060699 0.628435888308519
"B3GALT4" 0.677041457829387 4.34413353552337 0.153607376976408 0.628435888308519
"GTF2I" -0.679207260173265 4.67610303609928 0.15361781272101 0.628435888308519
"TFDP3" -0.68961464504083 5.92967371607452 0.153648627956382 0.628435888308519
"MRPS9" -0.669907127966488 7.27214099586126 0.15366780677961 0.628435888308519
"ANKLE2" -0.693710375409958 4.435961076772 0.153680500963919 0.628435888308519
"ARFGAP3" -0.674558510216486 5.33748015544442 0.153730873507301 0.628435888308519
"BARHL1" -0.695268632519002 5.75676496296501 0.15373919813336 0.628435888308519
"SLC35A1" -0.701494956596682 7.23711447550568 0.153859138424706 0.628435888308519
"GJD3" -0.686756286845464 5.2693349296007 0.153860621287452 0.628435888308519
"POTEB2" -0.680020181186095 2.06419232370261 0.153872127540079 0.628435888308519
"RHOT1" -0.673598208812918 4.77962022754683 0.153907344906623 0.628435888308519
"PPP2R5B" -0.671158958476475 6.10900776383525 0.15396759197769 0.628435888308519
"MID1IP1" -0.678121532271916 5.85195523472392 0.15397067392809 0.628435888308519
"RP11-294C11.3" -0.673020543052722 6.26193891750603 0.154010804927803 0.628435888308519
"AP000866.1" -0.681429775228413 4.62727149132752 0.154046890746612 0.628435888308519
"RPP14" -0.684634226562943 2.20191698990222 0.154062228799796 0.628435888308519
"PRAMEF17" -0.689327087105659 5.16624324409199 0.154076294122977 0.628435888308519
"SNAP91" -0.683172894104293 4.57281955455494 0.154080128648495 0.628435888308519
"DAB2" -0.692182063903965 3.94562095670612 0.154104991431853 0.628435888308519
"PTPN14" 0.694039161743408 4.82998756459114 0.154229383481332 0.628748739456429
"KLB" 0.688443537242218 2.58124703774449 0.154244486330632 0.628748739456429
"TMEM259" -0.727348423218768 -0.432810017939465 0.154298395311725 0.628840520140216
"MBD3L3" 0.671803146813844 5.73303550394273 0.154383938965822 0.629032258960975
"WDR25" -0.680368859387899 4.82369108434305 0.15442264263557 0.629032258960975
"GSDMD" -0.694528506839053 4.86629967705947 0.154518954475596 0.629032258960975
"METTL7A" -0.696810683832715 0.939067556608263 0.15453678831738 0.629032258960975
"KRTAP1-4" -0.676521609318248 6.6476499754191 0.154537348778076 0.629032258960975
"ABHD18" -0.68598344667985 7.19121337231737 0.154586805193034 0.629032258960975
"RNF13" 0.672718565086817 4.05589073138689 0.154612990210049 0.629032258960975
"CLIP3" -0.675341798658976 3.65811029585324 0.154615839488695 0.629032258960975
"C1RL" -0.666692957707732 5.61537536196432 0.154628068649785 0.629032258960975
"ZNF438" -0.681582499236566 5.87210142497363 0.154667587769779 0.629065269160697
"RAB27A" -0.698348691609254 5.63387207981553 0.154724602826997 0.629169411130243
"KCNN3" -0.667032014521538 5.36599575180589 0.154793393795035 0.629250109624089
"IRS2" -0.675813132439268 4.37266168756252 0.154807275733988 0.629250109624089
"TPTE2" -0.685130839440671 5.85046777347075 0.154892017484713 0.629250739948747
"NRM" -0.6733939255954 5.57866470829061 0.154911768480505 0.629250739948747
"UBXN11" 0.676905542361402 7.69216296924198 0.154954015639756 0.629250739948747
"LCN15" -0.678534061476928 3.61884583922829 0.154954075813211 0.629250739948747
"NOTUM" -0.668386773949551 6.1496052893184 0.155012936275978 0.629250739948747
"ADCY1" -0.691275590341633 1.69889876253957 0.155068102249719 0.629250739948747
"RP4-734P14.4" -0.685169056097477 4.92414670779695 0.155083738233062 0.629250739948747
"AL034550.1" -0.67922388474437 3.87273205005343 0.155102094054758 0.629250739948747
"CDKN2C" -0.678291867813775 4.44146313539819 0.155125974843755 0.629250739948747
"NKAP" -0.670160399625885 4.87053418851047 0.155148867960796 0.629250739948747
"VGLL4" -0.696865071787719 0.820360443481608 0.155170169276306 0.629250739948747
"LDHC" -0.668853088467821 7.14814316786333 0.155184396952065 0.629250739948747
"PPM1B" -0.683526096750492 3.62295737023206 0.155223945141462 0.629264492472659
"RP1-4G17.5" -0.668374061363655 6.83682367889718 0.155250617632663 0.629264492472659
"GCN1" -0.696970563681024 5.9568287873234 0.155501290493205 0.630066067055973
"RP11-545J16.1" -0.682999575537068 3.96767953945859 0.155540001715353 0.630066067055973
"BHMT" 0.674819699305002 5.78903592752451 0.155566884719683 0.630066067055973
"FAM47A" -0.710401594369174 0.813487308846267 0.155619683977529 0.630066067055973
"SPATA4" -0.687981534675714 3.98210738106693 0.155627630482005 0.630066067055973
"RCOR1" -0.68567186318969 6.72958585667657 0.155637107473065 0.630066067055973
"PINK1" -0.683071118741668 4.91215259757477 0.155692037716431 0.630076829248127
"RP11-80H18.3" 0.692013510946784 6.91576875132888 0.155730111914901 0.630076829248127
"TNNI3" -0.688958937867551 6.03063604376009 0.155734131177049 0.630076829248127
"METTL21A" -0.703860409695164 5.88240807260378 0.155933300935152 0.63023825625328
"ADAM10" -0.674423967816745 7.03825965334005 0.155936726697163 0.63023825625328
"URM1" -0.687465762386931 3.40970383164713 0.155941468708548 0.63023825625328
"MRPL20" 0.675938887492297 3.23091484062369 0.155962920468742 0.63023825625328
"PEX13" -0.675472027552382 6.96317052037846 0.155980022240551 0.63023825625328
"WNT8B" -0.680409836291085 4.47872176625016 0.156077538418353 0.63023825625328
"AGBL5" -0.686143868746167 4.28878760878449 0.156102434886462 0.63023825625328
"ARSD" -0.677274795463118 4.60088839574311 0.156146694697637 0.63023825625328
"SLC10A2" -0.689259813287024 4.35965780945843 0.156194937364538 0.63023825625328
"FAM47E" -0.680929111050554 4.18168951798527 0.156236364779337 0.63023825625328
"SLC36A3" -0.69090921345639 5.56724143582779 0.156272247956152 0.63023825625328
"MUS81" -0.675813004400256 5.97578597470668 0.156289263542753 0.63023825625328
"CD300LF" -0.674545292740345 7.56800970780303 0.156399291595253 0.63023825625328
"RP11-294C11.1" -0.694460186816181 3.97201009015329 0.156407204649643 0.63023825625328
"DNAJC25-GNG10" -0.687085081481524 5.97527695504381 0.156475500493425 0.63023825625328
"SETSIP" -0.673798200732787 5.54910185272586 0.156491993828659 0.63023825625328
"CLEC10A" -0.676200660908836 6.60910854234751 0.156504031612463 0.63023825625328
"ATP8B1" -0.681840402987093 7.2834136560481 0.156514960333838 0.63023825625328
"SPINT4" -0.671124060402795 6.56496280919096 0.156518494806667 0.63023825625328
"MAPK8IP2" -0.671727917601142 4.92014814952131 0.156522893269326 0.63023825625328
"RBPMS2" -0.702728522624732 1.71774431188657 0.156622543605561 0.63023825625328
"NDUFA10" -0.718817109428909 6.95378437408528 0.156651970447213 0.63023825625328
"MYO1E" -0.675129464575147 5.15998512600777 0.15666090703254 0.63023825625328
"BAIAP2" -0.683443760862904 2.55908339989868 0.156663619538695 0.63023825625328
"CPN2" -0.681592481865831 5.7171958149411 0.156683861388827 0.63023825625328
"GLOD5" -0.686352738569697 3.7188160281976 0.156685044882982 0.63023825625328
"FRMPD2" -0.680695677910093 5.14001001376154 0.156697399547951 0.63023825625328
"DDX3X" -0.695016791571789 0.501320233824576 0.156709064664244 0.63023825625328
"GBA2" -0.670973734825294 4.94602260075838 0.156730033859956 0.63023825625328
"KRT15" -0.686992596745955 6.21840500780571 0.156739400104176 0.63023825625328
"SIAH1" 0.936727616777427 -2.35003332639435 0.156749388081166 0.63023825625328
"OSBPL5" -0.677024035541036 3.85914859162662 0.156816719853037 0.630343986762665
"OR1K1" -0.678883181795125 4.33739752377184 0.156852991970526 0.630343986762665
"SH3BP4" -0.68096312474912 2.28875679910166 0.156870090061 0.630343986762665
"CCDC178" -0.692898073133812 7.39819708315311 0.156911858581541 0.630385366876624
"SLC35A5" -0.679058510968951 6.52609894981741 0.157015689219551 0.630671838182382
"DNAH5" -0.669421754747859 6.85712674870589 0.157046134933539 0.630671838182382
"CXCL5" -0.697090639721704 0.979077061645382 0.157256635053517 0.631328612861325
"NPR2" -0.674221216299048 4.26304259309948 0.157272716198793 0.631328612861325
"NRAP" -0.675970673583917 7.78356681208204 0.157332378537119 0.631441569720904
"LALBA" 0.687364824707587 5.88115659870985 0.157384515308783 0.63152428408458
"MTRF1L" -0.686323079905968 3.74639824753765 0.15745120057411 0.631659023327328
"RAB4B-EGLN2" -0.686891919428839 2.71902446873913 0.157481162323233 0.631659023327328
"THUMPD2" -0.667672200925206 5.23366874967789 0.157538530906004 0.631730513570754
"VEGFD" -0.676721404778269 3.85267043305677 0.157596676948497 0.631730513570754
"SLC30A9" -0.743810024139799 -0.633253420691891 0.157616475671578 0.631730513570754
"WDR83OS" -0.698429022588608 0.647890407481587 0.15765578475009 0.631730513570754
"SESN3" -0.660692004989157 5.54652562714777 0.157656674022275 0.631730513570754
"BAIAP2L1" -0.682379214004058 8.13084814434116 0.157723105951328 0.631870307062212
"PURB" -0.664700319939589 6.40574407105772 0.157798723151806 0.631991543791445
"ORM1" -0.676247604290698 7.39330473541068 0.157844708671027 0.631991543791445
"GEN1" -0.695285646540225 2.15082348279602 0.157848020248045 0.631991543791445
"ANKRD18B" -0.733417524925728 -0.669315353942857 0.157880699929333 0.631996063206328
"CCDC59" -0.676034494256578 4.94855375588774 0.157921630436112 0.632033457747194
"NET1" -0.685317237664133 1.46679578377372 0.157961168850244 0.632033457747194
"NEO1" -0.671557300916576 6.10375992492408 0.157984699862224 0.632033457747194
"nectarine" 0.674780889143163 3.50092427717842 0.158159635765099 0.632126941010477
"OR9G4" -0.668976033171756 5.26135021197678 0.158160870761452 0.632126941010477
"HIST1H2BM" -0.666164076496608 6.36236028906872 0.158176191416635 0.632126941010477
"SEC14L4" -0.668403679915495 3.46528042936828 0.158183328470485 0.632126941010477
"ASPRV1" -0.677816751080349 6.65665891632291 0.158244443779217 0.632126941010477
"RCAN2" -0.662624406765082 6.08343551380076 0.158302626186669 0.632126941010477
"CEP295NL" 0.689999715781086 4.48632350044697 0.158317543112858 0.632126941010477
"OR52A1" -0.679516142327646 4.06019447775662 0.158347991846915 0.632126941010477
"LGALS3" 0.710328016660969 0.78476863009593 0.15836302119938 0.632126941010477
"THAP6" -0.665100150861002 6.23422414265805 0.158431595831209 0.632126941010477
"IFNB1" -0.688605268222879 4.61444744527821 0.158438840692205 0.632126941010477
"RP11-468E2.6" -0.685188672332578 4.43317544103588 0.158470102724929 0.632126941010477
"FBLL1" -0.682114165374096 1.64030866036094 0.158470178373233 0.632126941010477
"MCM9" -0.679727165250873 2.69537636747033 0.158494920615712 0.632126941010477
"NMRK1" -0.681146503127918 3.17051300375815 0.158535866960122 0.632126941010477
"FAM160B2" -0.662038206584321 6.26558499038502 0.158643891574376 0.632126941010477
"RP11-51L5.7" -0.679242006185425 3.24832506943992 0.158659532172404 0.632126941010477
"VWDE" -0.659544545149832 5.18528094894483 0.158695807520327 0.632126941010477
"USP3" 0.661265350088113 5.46674682808203 0.158714527665265 0.632126941010477
"EFCAB7" 0.674484123390772 4.79425291472392 0.158719587640363 0.632126941010477
"TCEA3" -0.683897082739681 5.68588359175283 0.158751868521109 0.632126941010477
"STIM1" -0.672599952914299 6.75382626902052 0.158758580628875 0.632126941010477
"NEFH" -0.669175536900646 5.46303473878432 0.158789060810127 0.632126941010477
"MED9" -0.669114147965219 4.66277243841412 0.158792946074647 0.632126941010477
"ZBTB11" -0.680930221170721 5.85957713611285 0.158839292072509 0.632126941010477
"GUF1" 0.676549279019166 5.01773460683642 0.158865564191307 0.632126941010477
"ABHD8" -0.667938553925391 6.8349147308352 0.158905371922174 0.632126941010477
"HES4" 0.682869524007186 1.85043275538876 0.158929373309328 0.632126941010477
"ZNF534" -1.24341800349016 -3.43818606720013 0.158930525566259 0.632126941010477
"C19orf33" -0.681281503389801 4.99531546870497 0.158954790168727 0.632126941010477
"RPS15A" -0.691831217450088 1.3977995143134 0.159115237392407 0.63252497416458
"ADPRM" -0.672160865098936 6.00149572214809 0.15911803428762 0.63252497416458
"FBLN7" -0.654894329583146 5.47229746177551 0.15915207224943 0.632534753815146
"ATXN7L3" -0.676177504356914 5.7781474650952 0.159201379484855 0.632605203820897
"KITLG" -0.673456137888913 3.82654933620306 0.159400238596006 0.633269769797025
"GPATCH1" -0.679461054505074 3.70360065521456 0.159521826327344 0.633489641344419
"SLC37A2" -0.679454326990385 4.65597187551662 0.15953072271431 0.633489641344419
"IGBP1" -0.692499245538498 2.13737169519955 0.159614719329434 0.633489641344419
"GOLGA6L10" 0.667137098216749 5.88313969363696 0.159676421560609 0.633489641344419
"MTRNR2L1" -0.67241820482528 6.93465942343455 0.159686823190212 0.633489641344419
"NR4A2" -0.701804671043666 4.06058832811697 0.159697731041878 0.633489641344419
"MED16" -0.698794545506177 3.50021443374378 0.159736810297747 0.633489641344419
"CLDN6" -0.688856526665389 3.83656913925531 0.159742878874602 0.633489641344419
"DGAT2" 0.680952945972896 2.25108793795298 0.15975695830307 0.633489641344419
"CABP5" -0.67437788304121 5.83874809370427 0.159775097588918 0.633489641344419
"HDHD2" 0.660860811599258 6.67740506915595 0.159803462518763 0.633489641344419
"POU1F1" -0.663262882920277 4.34175100269345 0.159891402827854 0.633705925981898
"SLC9C1" -0.672942074287661 3.99628284979924 0.159968657392222 0.633705925981898
"AL139333.1" -0.680918911183493 3.3826121373854 0.160039036675817 0.633705925981898
"RARG" -0.666923384754968 4.86325252456484 0.160039984882768 0.633705925981898
"RGMA" -0.686476918966462 4.42252263872077 0.160046780157527 0.633705925981898
"C14orf105" -0.670576478298034 2.63804387189536 0.160054121383896 0.633705925981898
"TNFRSF10B" -0.680533367279485 2.31526468535882 0.160122522579561 0.633705925981898
"HFE" -0.664760655417997 5.83738826281824 0.160145629626813 0.633705925981898
"MTUS1" -0.66286644673244 5.90673342869262 0.160151910101739 0.633705925981898
"PROM2" -0.688701104286497 4.54121945282018 0.160174384865776 0.633705925981898
"LRRC40" 0.68556778887438 1.57867830283042 0.160284554841163 0.634016571489601
"CRYBB1" -0.661480100141608 5.46941355180906 0.16038889596226 0.634264352176715
"RAB8A" -0.676036262496357 3.09227199378562 0.160413558408221 0.634264352176715
"ARHGEF10L" -0.718026979310604 -0.395200535208523 0.160442188232211 0.634264352176715
"SLC35G4" 0.671643195480803 4.74287703145947 0.160492404166726 0.634337677163317
"LAP3" -0.65959758358981 6.21444076970848 0.160746725299092 0.635217528993119
"AP000350.10" -0.672234878961158 4.55993733822059 0.160901376232584 0.635602809623491
"LCN2" -0.670244389095784 3.62673923263499 0.160911485515645 0.635602809623491
"CLEC1A" -0.726562200810112 -0.559074065317731 0.16094765026586 0.635602809623491
"NPR3" -0.675061671035512 3.1272442597074 0.160971147382556 0.635602809623491
"TBC1D3E" -0.669181527610332 5.6567423095363 0.161009563941132 0.635629202858654
"SLC9A1" -0.655473596259108 5.57897206265023 0.161081970807376 0.635699507828247
