#gene	sample4	sample5	sample6
AGA	2903	6960	3948
TENM3	828	3611	4480
DCTD	411	246	726
WWC2	1333	2051	2114
CLDN22	351	229	247
CLDN24	6393	7753	2521
CDKN2AIP	2903	1626	2146
ING2	511	1566	1341
RWDD4	8907	7866	6361
TRAPPC11	959	1016	716
STOX2	2493	1772	1471
ENPP6	3822	3471	2726
IRF2	387	242	256
CASP3	204	719	362
PRIMPOL	561	457	475
CENPU	1504	4243	2331
ACSL1	830	1001	1345
HELT	69	54	76
SLC25A4	2526	2175	4154
CFAP97	422	917	165
SNX25	951	899	634
LRP2BP	527	423	681
ANKRD37	2731	609	754
UFSP2	5799	6742	4885
C4orf47	1299	1102	1619
CCDC110	465	826	516
PDLIM3	292	937	417
SORBS2	4802	3724	4853
TLR3	1601	898	2510
FAM149A	543	362	630
CYP4V2	1268	1357	1044
KLKB1	3372	3193	2968
F11	813	566	815
RP11-215A19.2	5210	3255	5121
MTNR1A	3845	3457	4031
FAT1	17994	23114	8796
ZFP42	3231	4545	5760
TRIML2	7711	2710	5334
TRIML1	604	220	262
FRG1	1291	763	1452
FRG2	220	419	314
DUX4	408	590	300
PLEKHG4B	1758	4185	3172
LRRC14B	1715	924	516
CCDC127	1306	1607	1481
SDHA	187	103	114
PDCD6	1618	3024	3712
AHRR	1761	3849	2090
EXOC3	1305	1679	1006
SLC9A3	2494	2133	1267
CEP72	888	1248	792
TPPP	4559	7713	5339
ZDHHC11B	1534	2224	1075
ZDHHC11	1728	2284	1808
BRD9	945	529	361
TRIP13	652	612	688
NKD2	1595	4656	2303
SLC12A7	899	795	1294
SLC6A19	1953	961	1668
SLC6A18	308	317	292
TERT	1927	930	1770
CLPTM1L	37	51	51
SLC6A3	3167	4656	7019
LPCAT1	4338	2021	2051
MRPL36	4514	4982	8717
NDUFS6	138	150	191
IRX4	15099	4840	18087
IRX2	233	186	322
C5orf38	554	236	552
IRX1	3127	1483	2136
ADAMTS16	1737	1200	842
ICE1	32	75	83
MED10	750	382	713
UBE2QL1	23	32	57
NSUN2	5167	7235	3650
SRD5A1	1356	1878	908
PAPD7	1088	990	231
ADCY2	843	654	726
C5orf49	1076	1238	959
MTRR	2344	2887	2279
FASTKD3	537	419	280
SEMA5A	1105	952	2336
TAS2R1	5131	5254	4385
FAM173B	575	493	586
CCT5	4448	2646	2548
CMBL	630	551	785
MARCH6	227	223	266
ROPN1L	499	1229	1273
ANKRD33B	1154	2166	1696
DAP	443	384	275
CTNND2	356	699	447
DNAH5	4776	6505	4547
TRIO	1297	411	265
AC016549.1	202	109	96
FAM105A	2208	3502	3805
OTULIN	810	1764	1381
ANKH	2425	1021	1482
FBXL7	780	521	645
MARCH11	133	247	310
ZNF622	1056	1227	2465
FAM134B	4434	4006	3090
MYO10	2254	3081	2102
BASP1	1889	1229	933
CDH18	199	367	452
CDH12	4336	6878	5460
PRDM9	1572	1961	1499
CDH10	1429	1747	933
CDH9	1010	1026	2424
CDH6	12	20	16
DROSHA	393	711	491
C5orf22	163	281	178
PDZD2	11626	9700	5867
GOLPH3	4013	3172	1656
MTMR12	98	158	277
ZFR	2255	3162	1692
SUB1	1030	1060	1848
NPR3	427	404	355
TARS	1017	677	695
ADAMTS12	215	194	203
RXFP3	6569	6771	5071
SLC45A2	5937	3066	5257
AMACR	179	82	228
C1QTNF3-AMACR	1246	814	439
C1QTNF3	40	38	19
RAI14	79	86	64
TTC23L	4160	6998	4810
RAD1	1865	2409	3943
BRIX1	424	556	1093
DNAJC21	2109	1156	3626
AGXT2	21323	18375	4314
PRLR	643	890	790
SPEF2	4773	8579	5827
IL7R	2538	2981	2178
CAPSL	1026	927	586
UGT3A1	2419	4841	3843
UGT3A2	6	21	22
LMBRD2	306	632	340
SKP2	5547	7085	2776
NADK2	9503	10040	8214
RANBP3L	7753	3314	11048
SLC1A3	3001	1795	1549
NIPBL	3436	2781	2943
C5orf42	1069	1541	1558
NUP155	2411	3397	2663
WDR70	232	464	676
GDNF	81	188	128
EGFLAM	353	869	1377
LIFR	5876	2704	9315
OSMR	4792	5369	2351
RICTOR	620	322	258
FYB	4211	3251	4364
C9	3823	5971	4592
DAB2	564	826	691
TTC33	7392	4180	6527
PTGER4	1509	3535	2439
PRKAA1	4187	4626	6595
AC008810.1	1399	862	322
RPL37	215	139	228
CARD6	541	196	522
C7	2359	1193	2585
MROH2B	4603	1844	4032
C6	4015	1988	4502
PLCXD3	1310	2492	1102
OXCT1	1477	1886	1730
C5orf51	264	305	330
FBXO4	4963	4096	2780
GHR	3344	2095	1290
CCDC152	1242	1275	1659
SEPP1	598	517	494
ANXA2R	514	1237	365
ZNF131	1509	1210	1218
NIM1K	217	172	224
HMGCS1	2580	1368	1363
CCL28	462	302	336
TMEM267	790	1369	785
C5orf34	1170	2560	2095
PAIP1	127	346	363
NNT	406	505	388
FGF10	2654	5267	6120
MRPS30	1485	3126	1466
HCN1	2373	2773	1483
EMB	4200	3002	2445
PARP8	1356	1081	814
ISL1	1510	1470	3420
ITGA1	2470	3635	2270
PELO	1121	1455	1427
ITGA2	503	351	587
MOCS2	550	1496	1259
FST	699	1016	1273
NDUFS4	9663	8595	13164
ARL15	3029	2170	1976
HSPB3	3194	2023	3356
SNX18	412	251	330
ESM1	117	227	273
GZMK	261	624	523
GZMA	3081	3766	4557
CDC20B	934	1169	755
GPX8	35	17	28
MCIDAS	2629	3137	4448
CCNO	1675	1792	2218
DHX29	2940	4070	2792
SKIV2L2	770	1127	275
PLPP1	3529	3199	3837
SLC38A9	1282	1632	1887
DDX4	1124	894	607
IL31RA	401	549	510
AC008914.1	375	679	488
IL6ST	3590	4935	4397
ANKRD55	12514	10269	6964
C5orf67	1199	614	590
MAP3K1	2319	1574	1216
SETD9	1661	3838	3446
MIER3	1514	2969	1035
GPBP1	630	327	361
ACTBL2	532	410	468
PLK2	869	559	353
GAPT	1549	1524	2592
RAB3C	760	4489	1880
PDE4D	2803	8531	2167
AC109486.1	2095	1601	1893
DEPDC1B	966	1400	958
ELOVL7	14839	9213	5393
ERCC8	8080	2062	4458
NDUFAF2	1109	3823	3492
SMIM15	897	3245	6879
ZSWIM6	7763	11003	5379
KIF2A	159	214	237
DIMT1	2908	3277	2186
IPO11	208	255	536
LRRC70	4358	2012	2578
HTR1A	779	986	744
RNF180	9381	8271	28466
RGS7BP	3152	1379	2292
FAM159B	3570	3754	5441
SREK1IP1	687	2173	1351
CWC27	4345	8898	6032
ADAMTS6	5819	5230	6798
CENPK	1420	1302	1953
PPWD1	386	484	258
TRIM23	2911	1299	1657
TRAPPC13	868	1497	433
CTC-534A2.2	1608	2057	1384
SGTB	688	593	196
NLN	2131	1556	1692
ERBIN	442	448	300
SREK1	5740	3100	2431
MAST4	521	295	284
CD180	5071	3662	11802
PIK3R1	4895	4004	4994
SLC30A5	842	258	457
CCNB1	75	144	102
CENPH	342	622	578
MRPS36	2308	3859	2769
CDK7	3410	2033	3713
CCDC125	305	185	148
AK6	1530	2074	1875
TAF9	467	1342	1173
RAD17	3102	17354	2304
MARVELD2	1533	537	1235
OCLN	985	1739	624
GTF2H2C	61	113	59
SERF1B	1187	1358	1214
SMN2	369	563	652
SERF1A	1267	1959	3349
SMN1	5816	3798	1778
NAIP	140	361	230
GTF2H2	2341	1266	1686
BDP1	3435	1400	1155
MCCC2	440	285	294
CARTPT	3523	9928	13936
MAP1B	1661	2406	1509
MRPS27	2896	6697	4900
PTCD2	1325	1018	1451
ZNF366	472	553	320
TNPO1	4786	2463	9222
FCHO2	4239	3671	8714
TMEM171	627	965	1183
TMEM174	3980	8261	5845
FOXD1	2363	1604	3943
BTF3	4070	5689	4722
ANKRA2	1559	1591	2934
UTP15	5816	5258	6820
ARHGEF28	1739	738	1121
ENC1	1807	1152	961
HEXB	2960	3410	2499
GFM2	1076	4560	1766
NSA2	2060	3143	1259
FAM169A	334	240	1086
GCNT4	12175	10564	6470
ANKRD31	55	65	58
HMGCR	186	262	313
COL4A3BP	3164	6696	6852
POLK	115	43	199
ANKDD1B	1335	285	2659
POC5	4909	2663	1469
SV2C	893	1297	2059
AC113404.1	5113	2269	3093
IQGAP2	1232	766	880
F2RL2	2948	6350	4843
F2R	880	1170	2229
F2RL1	9022	7682	6901
S100Z	5381	8465	7656
CRHBP	1357	2869	1738
AGGF1	2033	2567	1914
ZBED3	2565	5015	2247
PDE8B	2075	2190	1099
WDR41	1578	773	1705
OTP	6	2	4
TBCA	116	76	125
AP3B1	9447	3639	7968
SCAMP1	582	547	605
LHFPL2	2502	1830	2445
ARSB	2429	3952	6790
DMGDH	1365	1297	1246
BHMT2	8763	12761	40166
BHMT	3983	4051	3996
JMY	1777	1923	3616
HOMER1	781	936	2599
PAPD4	689	236	585
CMYA5	257	165	128
MTX3	268	349	241
THBS4	1498	1087	1641
SERINC5	1212	3568	2241
SPZ1	1471	2888	1169
ZFYVE16	5812	2654	6604
FAM151B	1180	550	895
ANKRD34B	654	1993	1691
DHFR	2696	2040	2018
MSH3	3	5	6
RASGRF2	118	121	143
CKMT2	2223	1625	1989
ZCCHC9	1425	1469	728
ACOT12	386	1267	567
SSBP2	1214	1719	590
ATG10	359	608	204
RPS23	12881	12445	11736
ATP6AP1L	583	490	149
TMEM167A	430	405	366
XRCC4	4220	2828	6348
VCAN	3791	6437	5772
HAPLN1	237	340	268
EDIL3	2905	1593	5546
COX7C	1555	2877	1352
RASA1	5168	2998	4308
CCNH	2195	2438	5037
TMEM161B	327	1406	1235
MEF2C	713	402	234
CETN3	23239	5616	14501
MBLAC2	937	432	896
POLR3G	307	1910	780
LYSMD3	946	1072	870
ADGRV1	1438	1786	2537
ARRDC3	5028	4691	2586
NR2F1	1419	1377	981
FAM172A	192	217	454
POU5F2	151	142	70
KIAA0825	1449	2026	2315
SLF1	3411	5209	5440
MCTP1	2296	2407	988
FAM81B	3727	4750	3741
TTC37	6893	5955	9176
ARSK	28	101	66
GPR150	3106	1894	2120
RFESD	309	268	181
SPATA9	2188	1185	1259
RHOBTB3	1953	513	948
GLRX	1060	1790	2112
ELL2	3394	3572	5060
PCSK1	2319	5923	3146
CAST	2536	2176	1023
ERAP1	105	82	129
ERAP2	11752	3041	13211
LNPEP	670	313	612
LIX1	1766	1516	2680
RIOK2	915	3209	3098
RGMB	5149	3500	6063
AC008522.1	2133	1667	2077
CHD1	2145	1985	1847
FAM174A	844	366	707
ST8SIA4	6400	3545	6004
SLCO4C1	1316	854	419
SLCO6A1	743	318	987
PAM	322	122	319
GIN1	1109	1467	1531
PPIP5K2	4720	1339	4403
C5orf30	321	192	312
NUDT12	426	1260	681
EFNA5	8836	4298	18497
FBXL17	439	208	571
FER	3943	4135	6273
PJA2	1991	5135	3750
MAN2A1	11368	6216	3785
TMEM232	834	1128	1273
SLC25A46	15568	4356	6782
TSLP	237	205	414
WDR36	602	382	302
CAMK4	14923	9832	9726
STARD4	4721	7437	7433
NREP	4582	2003	4149
EPB41L4A	1570	1048	815
APC	205	130	368
CTC-554D6.1	3686	3554	1409
CTC-487M23.8	11706	5695	15401
SRP19	1489	3883	7333
REEP5	1365	1078	631
ZRSR1	244	243	585
DCP2	5417	2407	3071
MCC	92	150	184
TSSK1B	132	121	80
YTHDC2	3873	4852	2992
KCNN2	3558	4114	3315
TRIM36	4076	3117	5732
PGGT1B	962	769	1270
CCDC112	658	950	884
FEM1C	11864	4100	6175
TMED7-TICAM2	1435	2204	4802
TICAM2	2970	1963	4383
TMED7	280	89	311
CDO1	1053	725	280
ATG12	1832	2575	1506
AP3S1	386	193	150
AC026449.1	3797	1376	3080
LVRN	90	135	129
CTD-2287O16.3	1324	1266	1713
ARL14EPL	2856	7170	1900
COMMD10	50	74	48
SEMA6A	6	5	13
DTWD2	709	140	806
DMXL1	1581	4233	6053
TNFAIP8	4253	3544	2323
HSD17B4	1179	1626	1529
FAM170A	2655	3863	6255
PRR16	583	335	490
FTMT	4794	2303	3719
SRFBP1	821	850	1352
LOX	1369	958	893
ZNF474	525	175	365
CTC-441N14.4	788	1056	1956
SNCAIP	572	367	877
SNX2	621	747	1000
SNX24	1364	2289	1029
PPIC	44	33	44
PRDM6	2020	4244	2326
CEP120	3207	1301	1529
CSNK1G3	1980	3983	2647
ZNF608	4817	3792	3003
GRAMD3	744	422	387
ALDH7A1	1117	965	1375
PHAX	671	1162	431
TEX43	2024	3085	1779
LMNB1	2544	2296	927
MARCH3	588	1076	790
C5orf63	683	1481	3479
MEGF10	2071	10624	4381
PRRC1	3573	1741	4051
CTXN3	764	912	550
CCDC192	168	445	122
SLC12A2	127	40	97
FBN2	5532	1587	3736
SLC27A6	1892	1132	755
ISOC1	697	759	482
ADAMTS19	378	2150	506
KIAA1024L	3461	4294	5031
CHSY3	6864	5121	3220
HINT1	632	460	397
LYRM7	7121	2988	3599
CDC42SE2	2510	2431	2295
RAPGEF6	197	283	254
CTC-432M15.3	2370	2832	1397
FNIP1	664	500	329
MEIKIN	136	314	167
CTB-127M13.1	2191	1505	973
ACSL6	1135	893	2033
IL3	6712	2807	5925
CSF2	2191	866	1913
P4HA2	4160	3300	9077
PDLIM4	1159	943	988
SLC22A4	4285	8068	3064
SLC22A5	3089	2910	5060
C5orf56	2233	1470	2500
IRF1	2908	725	3896
IL5	9654	8404	4009
RAD50	10690	2532	3525
IL13	138	135	237
IL4	1345	1690	2007
KIF3A	790	1282	1892
CCNI2	6836	6046	6754
SEPT8	869	559	486
SOWAHA	2664	1638	3125
SHROOM1	1352	2180	1687
GDF9	101	105	78
UQCRQ	603	935	450
LEAP2	6866	3983	6656
AFF4	357	334	646
ZCCHC10	384	295	474
HSPA4	1774	1953	1120
FSTL4	50	65	62
C5orf15	1219	7157	9263
VDAC1	812	1215	649
TCF7	354	1072	520
SKP1	2303	2104	3816
CTD-2410N18.5	311	618	203
PPP2CA	947	1638	1735
CDKL3	1148	1847	1590
UBE2B	1764	3278	1448
CDKN2AIPNL	311	411	377
JADE2	1602	2940	2574
SAR1B	967	1982	1735
SEC24A	84	99	45
CAMLG	1628	3184	3024
DDX46	2693	2101	1655
C5orf24	2964	2086	2365
TXNDC15	2082	2223	2879
PCBD2	309	667	588
CATSPER3	698	1168	1801
PITX1	2935	4150	2940
H2AFY	953	517	1071
DCANP1	4000	2628	5705
TIFAB	5283	4439	8253
NEUROG1	4700	3592	6764
CXCL14	932	502	560
RP11-119J18.1	2840	1087	1591
SLC25A48	1537	2272	1332
IL9	2831	884	2151
LECT2	2316	4489	1864
TGFBI	3661	2552	2363
SMAD5	2477	4958	4496
AC009014.3	1844	903	746
TRPC7	384	300	240
SPOCK1	1991	2060	5820
KLHL3	2944	2048	3038
HNRNPA0	1607	1123	1275
MYOT	545	360	338
PKD2L2	664	759	387
FAM13B	1341	625	785
WNT8A	3492	3499	1805
NME5	2994	2708	3114
BRD8	460	545	890
KIF20A	1229	921	688
CDC23	6	2	1
GFRA3	1958	3695	4508
CDC25C	617	735	697
FAM53C	339	401	505
KDM3B	813	1746	933
REEP2	103	99	200
EGR1	30	109	89
ETF1	363	462	240
HSPA9	5226	3431	2104
CTNNA1	1154	1030	943
LRRTM2	1825	3708	4991
SIL1	575	566	648
MATR3	793	928	1104
PAIP2	367	1116	736
SLC23A1	1323	1336	734
MZB1	119	78	49
PROB1	371	566	447
SPATA24	819	689	528
DNAJC18	4076	2285	1877
ECSCR	3941	5926	3462
AC138517.6	6410	5134	4583
TMEM173	798	1444	806
UBE2D2	2590	4376	6710
CXXC5	957	543	893
PSD2	4408	3105	3116
NRG2	1310	1555	335
PURA	4721	3429	811
IGIP	1428	1655	5819
CYSTM1	1084	2046	1717
PFDN1	2625	4876	1595
AC011380.1	532	1010	872
HBEGF	800	307	688
SLC4A9	2529	3713	2591
ANKHD1	1394	909	465
ANKHD1-EIF4EBP3	3353	2922	3357
SRA1	819	363	1020
EIF4EBP3	427	656	1647
APBB3	4810	7534	2703
SLC35A4	2582	2812	3345
CD14	2008	943	3760
NDUFA2	16	26	42
TMCO6	254	174	152
IK	417	210	163
WDR55	6883	7421	12377
DND1	136	168	184
HARS	2445	3859	3222
HARS2	2509	1433	1573
ZMAT2	2902	1947	3037
PCDHA1	932	1200	820
PCDHA2	648	314	432
PCDHA3	440	1148	535
PCDHA4	1033	1055	1953
PCDHA5	2163	728	2322
PCDHA6	3942	2873	1402
PCDHA7	3356	4747	2941
PCDHA8	1343	1160	2547
PCDHA9	300	567	478
PCDHA10	3941	1949	3703
PCDHA11	3891	3320	1611
PCDHA12	161	137	177
PCDHA13	274	162	475
PCDHAC1	7492	5761	7591
PCDHAC2	1233	1019	1520
PCDHB1	253	196	125
PCDHB2	1057	2466	1981
PCDHB3	223	220	591
PCDHB4	74	57	24
PCDHB5	6842	6594	8879
PCDHB6	1845	2364	1424
PCDHB7	532	296	471
PCDHB8	948	1994	2314
PCDHB16	50	31	32
CH17-140K24.5	5658	6242	6773
PCDHB9	6009	4155	2816
PCDHB10	906	1895	2638
PCDHB11	5490	6919	4491
PCDHB12	60	82	123
PCDHB13	4882	8071	10244
PCDHB14	2449	1154	1481
CH17-140K24.8	331	1649	1273
PCDHB15	399	233	585
TAF7	1071	1647	913
SLC25A2	680	922	715
PCDHGA1	1687	940	1817
PCDHGA2	4394	3536	1807
PCDHGA3	1364	1904	4797
PCDHGB1	2514	3366	2481
PCDHGA4	704	1029	731
PCDHGB2	3487	2669	2408
PCDHGA5	5234	3512	2440
PCDHGB3	829	529	1780
PCDHGA6	3788	3508	2379
PCDHGA7	5775	8129	4646
PCDHGB4	3117	2926	2800
PCDHGA8	5185	804	3439
PCDHGB5	306	241	128
PCDHGA9	716	956	1430
PCDHGB6	91	156	103
PCDHGA10	4157	5797	2526
PCDHGB7	466	533	551
PCDHGA11	1708	2201	1692
PCDHGA12	6224	7982	3057
PCDHGC3	4659	3875	6433
PCDHGC4	299	279	147
PCDHGC5	2896	1902	2306
DIAPH1	270	216	306
HDAC3	709	1445	1065
RELL2	1735	2731	3795
FCHSD1	248	356	356
ARAP3	3718	3995	4601
PCDH1	265	352	305
KIAA0141	3878	5151	3126
PCDH12	152	115	79
RNF14	6524	3891	2890
GNPDA1	7345	4084	5502
NDFIP1	2380	1926	2449
SPRY4	1069	1185	1332
FGF1	4301	4199	1455
ARHGAP26	687	439	1229
NR3C1	1797	407	1352
HMHB1	1910	1557	1418
YIPF5	2840	4604	3351
KCTD16	1237	1525	706
PRELID2	1043	1112	1375
GRXCR2	480	275	698
SH3RF2	8	9	18
PLAC8L1	206	107	93
LARS	795	1082	763
RP11-449H3.3	1118	1009	1357
RBM27	4373	8376	6222
POU4F3	800	1345	2358
TCERG1	2922	4080	881
GPR151	430	339	427
PPP2R2B	862	1083	513
STK32A	93	101	96
DPYSL3	411	311	409
JAKMIP2	3233	2804	5160
SPINK1	3912	1960	2609
SCGB3A2	1712	1519	2237
C5orf46	7491	7046	1499
SPINK5	771	1395	861
SPINK14	3637	2705	1785
SPINK6	3291	3864	5925
CTC-295J13.3	1854	1715	1615
SPINK13	107	62	35
SPINK7	2270	991	1712
SPINK9	567	1842	1719
FBXO38	5321	1257	3967
HTR4	2491	2775	3132
ADRB2	8610	2807	4478
SH3TC2	1112	1628	1036
ABLIM3	1010	1461	2307
AFAP1L1	652	1051	561
GRPEL2	46	21	32
PCYOX1L	167	584	235
IL17B	722	622	238
CSNK1A1	679	2445	1702
ARHGEF37	6722	4676	5518
PPARGC1B	2695	3751	2928
PDE6A	4235	6507	2616
SLC26A2	2733	2531	3520
TIGD6	533	159	312
HMGXB3	219	270	450
CSF1R	549	1043	773
PDGFRB	2325	2677	1959
CDX1	1170	696	624
SLC6A7	34	26	93
CAMK2A	482	474	392
ARSI	1114	2311	1410
TCOF1	65	115	114
CD74	2194	6244	2269
RPS14	1031	903	1734
NDST1	99	48	57
SYNPO	4012	2276	2999
MYOZ3	484	462	157
RBM22	1238	825	3031
DCTN4	1347	2869	1438
SMIM3	1049	2600	1420
IRGM	1539	838	616
ZNF300	1529	2228	1067
AC008641.1	77	114	81
GPX3	1432	1593	1327
TNIP1	692	660	381
ANXA6	143	153	110
CCDC69	993	1017	722
GM2A	1442	1134	884
SLC36A3	1181	1862	3397
SLC36A2	3230	2175	4378
SLC36A1	1133	1589	1358
FAT2	1926	2290	1833
SPARC	149	70	56
ATOX1	585	530	723
G3BP1	10945	11536	3921
GLRA1	1039	991	1423
NMUR2	208	160	182
GRIA1	528	818	188
FAM114A2	4438	4614	5869
MFAP3	1444	649	1049
GALNT10	439	384	328
SAP30L	1	4	1
HAND1	994	1144	1235
LARP1	3085	4122	5288
FAXDC2	3627	1433	3622
CNOT8	5133	3764	4919
GEMIN5	2466	2616	2565
MRPL22	4152	3925	7667
KIF4B	3612	5973	2087
SGCD	610	718	1274
AC016577.1	12428	17865	11522
PPP1R2P3	739	735	791
TIMD4	212	173	356
HAVCR1	552	545	553
HAVCR2	6104	6174	3666
MED7	860	620	302
ITK	1626	2192	805
FAM71B	965	344	1314
CYFIP2	215	84	287
FNDC9	418	814	405
ADAM19	6452	6412	9384
NIPAL4	3014	2433	1154
SOX30	554	431	842
C5orf52	1103	776	1628
THG1L	150	301	249
LSM11	2403	2479	2697
CLINT1	1240	1608	1895
EBF1	2969	2521	2250
RNF145	172	168	275
UBLCP1	3581	3233	2424
IL12B	1112	1374	572
ADRA1B	4647	2484	3480
TTC1	325	300	380
PWWP2A	2208	1476	2339
FABP6	2513	2889	2336
CCNJL	621	702	620
C1QTNF2	4069	5120	2771
ZBED8	241	219	173
SLU7	1052	1749	1107
PTTG1	252	189	183
ATP10B	185	214	373
GABRB2	1365	592	814
GABRA6	4690	4541	3114
GABRA1	4719	3611	2102
GABRG2	87	48	52
CCNG1	129	490	244
NUDCD2	605	783	1170
HMMR	9069	8504	14775
MAT2B	860	1459	927
TENM2	1819	1445	1478
WWC1	1305	971	1578
RARS	922	2755	4220
FBLL1	186	99	134
PANK3	3616	4013	2913
SLIT3	61	36	91
SPDL1	7283	5747	8156
DOCK2	1066	2847	3031
FAM196B	1769	1921	2092
FOXI1	1199	2114	3109
C5orf58	938	1010	3499
LCP2	2208	1221	1654
KCNIP1	2638	2016	2716
KCNMB1	11855	12605	8600
GABRP	994	3611	2348
RANBP17	9040	5522	10366
RP11-546B8.6	2244	4094	3055
TLX3	240	249	178
NPM1	2140	1188	1804
FGF18	1011	1240	791
SMIM23	6716	9058	11987
FBXW11	8744	6091	2780
STK10	2336	1324	1349
EFCAB9	327	334	210
UBTD2	2857	4078	5514
SH3PXD2B	970	963	361
NEURL1B	773	250	419
DUSP1	1276	790	1096
ERGIC1	137	77	180
RPL26L1	2723	2369	3655
ATP6V0E1	3297	5455	3512
CREBRF	6454	3585	6150
BNIP1	6348	9169	5833
NKX2-5	465	523	520
STC2	4817	5688	5549
BOD1	5051	4907	11511
CPEB4	1430	1687	1242
C5orf47	145	281	118
HMP19	3512	2560	2117
MSX2	8307	6976	8122
DRD1	3597	2170	3430
SFXN1	453	356	439
HRH2	768	2064	744
CPLX2	3376	3187	3750
THOC3	1896	1854	3816
FAM153B	1143	1008	1006
SIMC1	205	150	263
KIAA1191	4194	6167	5953
ARL10	830	527	1149
NOP16	970	1257	2673
HIGD2A	448	454	1175
CLTB	813	1431	933
FAF2	1874	1850	1375
RNF44	1843	2052	961
CDHR2	4116	2997	8066
GPRIN1	402	158	472
SNCB	794	1257	684
EIF4E1B	6735	8940	8045
TSPAN17	5469	3356	3524
UNC5A	244	240	434
HK3	873	380	680
UIMC1	80	27	48
ZNF346	1339	2393	1085
FGFR4	818	871	829
NSD1	516	700	991
RAB24	5937	10495	10862
MXD3	2229	2286	2993
PRELID1	6488	3034	12039
LMAN2	6041	4007	7395
RGS14	3126	4312	7575
SLC34A1	826	511	620
PFN3	268	430	404
F12	8118	3590	4404
GRK6	1742	1424	1321
PRR7	978	853	957
DBN1	1014	2161	591
PDLIM7	1099	1092	1353
DOK3	2149	2039	2448
DDX41	3277	2721	2121
FAM193B	1550	1896	2431
TMED9	2364	2216	3067
B4GALT7	592	447	662
FAM153A	2103	3142	2169
PROP1	92	46	80
FAM153C	1511	1413	1440
N4BP3	3290	4348	3833
RMND5B	3176	3187	5615
NHP2	1096	667	1154
HNRNPAB	2613	893	2268
PHYKPL	1804	3448	3341
COL23A1	1774	2467	2734
CLK4	392	183	110
ZNF354A	1949	3901	4235
ZNF354B	3774	6077	6612
ZFP2	277	276	149
ZNF454	228	206	284
GRM6	284	1331	715
ZNF879	997	2583	1342
ZNF354C	5011	6291	10617
ADAMTS2	5171	4668	4732
RUFY1	47	56	61
HNRNPH1	181	155	317
CBY3	50	122	60
CANX	4784	2403	4654
MAML1	184	320	153
LTC4S	128	83	182
MGAT4B	2610	1827	2724
SQSTM1	1021	800	1615
C5orf45	708	795	713
TBC1D9B	1952	846	3557
RNF130	2556	3319	5450
RASGEF1C	940	1195	1477
MAPK9	2158	1821	1635
GFPT2	3107	2365	4342
CNOT6	406	608	951
SCGB3A1	4672	4380	1990
FLT4	4995	3563	5321
OR2Y1	3408	1499	4794
MGAT1	4315	4605	2056
ZFP62	2110	2483	1884
BTNL8	1510	1165	925
BTNL3	924	1308	765
BTNL9	3400	4915	2955
OR2V1	3332	3108	3174
OR2V2	1592	2003	1176
TRIM7	2958	3622	2917
TRIM41	4733	7317	4780
RACK1	988	202	744
TRIM52	268	124	279
OR4F3	1625	1367	1359
DUSP22	2234	4469	2246
IRF4	1355	2051	1142
EXOC2	1256	1671	1770
HUS1B	1082	1000	3638
FOXQ1	2268	5555	4666
FOXF2	7957	11296	13542
FOXC1	1789	527	899
GMDS	2688	2629	2905
MYLK4	608	642	1119
WRNIP1	8908	8042	2994
SERPINB1	1251	2249	1057
SERPINB9	39	35	50
SERPINB6	840	783	657
NQO2	11714	4787	5913
RIPK1	374	484	337
BPHL	5709	2836	3133
TUBB2A	64	25	42
TUBB2B	1508	3032	2507
PSMG4	3999	5768	4667
SLC22A23	1927	1476	479
PXDC1	609	484	928
FAM50B	93	61	124
PRPF4B	698	852	1470
FAM217A	7693	4805	8593
C6orf201	560	600	488
ECI2	330	273	207
CDYL	81	69	50
RPP40	2955	2519	2876
PPP1R3G	648	923	354
LYRM4	17	3	14
FARS2	139	146	187
NRN1	2322	4121	3960
F13A1	365	393	549
LY86	698	607	268
RREB1	6351	2769	7759
SSR1	5807	6549	2873
CAGE1	7	12	8
RIOK1	37	28	62
DSP	583	497	676
SNRNP48	51	55	41
BMP6	2155	1774	1339
TXNDC5	652	1089	1944
BLOC1S5-TXNDC5	2362	1583	3179
BLOC1S5	7101	5771	6153
EEF1E1-BLOC1S5	3961	2385	2584
EEF1E1	866	1011	1276
SLC35B3	2931	1151	1011
OFCC1	8365	4287	3790
TFAP2A	441	535	1578
GCNT2	585	157	305
C6orf52	15644	8305	7444
PAK1IP1	8014	9299	8515
TMEM14C	4481	4282	4226
TMEM14B	1392	723	869
RP11-637O19.3	9	14	34
MAK	84	72	53
GCM2	1639	611	736
SYCP2L	1503	2835	1936
ELOVL2	1516	2213	1873
SMIM13	3074	1222	6670
ERVFRD-1	4261	2242	1280
NEDD9	1174	762	974
TMEM170B	1456	508	694
ADTRP	940	3511	4479
HIVEP1	5275	1765	5718
EDN1	1151	1083	2397
PHACTR1	1558	1694	1753
TBC1D7	3203	3886	9511
GFOD1	2480	1655	1509
SIRT5	502	625	410
NOL7	1172	2234	1078
RANBP9	3419	1475	1340
MCUR1	81	99	80
RNF182	1361	2661	3458
CD83	900	805	2305
JARID2	383	802	299
DTNBP1	1921	1494	1532
MYLIP	1765	2140	3621
GMPR	2388	4234	1676
ATXN1	2546	3312	1632
STMND1	949	213	255
RBM24	7026	2823	5186
CAP2	149	284	293
FAM8A1	131	144	68
NUP153	8553	8390	4947
KIF13A	367	918	453
